gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	mechanism_class	manuscript_use	mechanism_priority_score
HECW1	HECW1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.6666666666666666	0.0	0.001047172891912	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.3460264900662251	0.1185736914941469	7	2	0.0010956671502929	0.4465215991450064	False	False	False	0.1666666666666666	0.1185736914941469	unclassified_shared_neuronal_or_context	branch_specific_cerebellar_context	0.19631008954020332
PHLPP1	PHLPP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.6666666666666666	0.0	0.1002869947892158	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.730417593278972	0.1039259119162181	7	2	0.1031401098614552	0.4465215991450064	False	False	False	0.1666666666666666	0.1039259119162181	unclassified_shared_neuronal_or_context	branch_specific_cerebellar_context	0.19264814464572114
BZRAP1	BZRAP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.6666666666666666	0.0	2.469495812877339e-09	4	8	0.6666666666666666	0.5	0.1666666666666666	0.2648999368548373	0.0	0.0315056901540212	4	0	3.052043543094558e-09	0.4465215991450064	False	False	False	0.1666666666666666	0.0	unclassified_shared_neuronal_or_context	branch_specific_cerebellar_context	0.1666666666666666
COL4A3BP	COL4A3BP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.6666666666666666	0.0	9.299733450976768e-08	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.0	0.0898376045891202	5	3	1.0376091489284265e-07	0.2342882238099114	False	False	False	0.1666666666666666	0.0	unclassified_shared_neuronal_or_context	branch_specific_cerebellar_context	0.1666666666666666
DOPEY1	DOPEY1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.6666666666666666	0.0	9.299733450976768e-08	4	8	0.6666666666666666	0.5	0.1666666666666666	0.2648999368548373	0.0	0.1240952315285177	4	1	1.0376091489284265e-07	0.4465215991450064	False	False	False	0.1666666666666666	0.0	unclassified_shared_neuronal_or_context	branch_specific_cerebellar_context	0.1666666666666666
FAM134B	FAM134B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.6666666666666666	0.0	9.299733450976768e-08	4	8	0.8333333333333333	0.6666666666666666	0.1666666666666666	0.2648999368548373	0.0	0.1546664301856155	4	1	1.0376091489284265e-07	0.4465215991450064	False	False	False	0.1666666666666666	0.0	unclassified_shared_neuronal_or_context	branch_specific_cerebellar_context	0.1666666666666666
PALM2	PALM2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.6666666666666666	0.0	2.469495812877339e-09	4	8	0.6666666666666666	0.5	0.1666666666666666	0.2648999368548373	0.0	0.0109151120681487	4	0	3.052043543094558e-09	0.4465215991450064	False	False	False	0.1666666666666666	0.0	unclassified_shared_neuronal_or_context	branch_specific_cerebellar_context	0.1666666666666666
RFWD2	RFWD2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.6666666666666666	0.0	9.299733450976768e-08	4	8	0.6666666666666666	0.5	0.1666666666666666	0.2648999368548373	0.0	0.2090465493842493	4	2	1.0376091489284265e-07	0.4465215991450064	False	False	False	0.1666666666666666	0.0	unclassified_shared_neuronal_or_context	branch_specific_cerebellar_context	0.1666666666666666
Atoh1	ATOH1	cerebellar_identity	regional_cerebellar_identity	clean_low_human_dentate_detection_cerebellar_identity	marker_panel	True	True	71	87	0.6666666666666666	0.6666666666666666	0.0	8.737132656085978e-07	6	12	1.0	0.6666666666666666	0.3333333333333333	0.0098797678675406	0.0	0.178290821961829	0	1	9.499168286240844e-07	0.0341866139787414	False	False	False	0.3333333333333333	0.0	regional_identity_or_specificity_warning	branch_specific_cerebellar_context	0.08333333333333331
PDE1C	PDE1C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.5	0.8333333333333333	-0.3333333333333332	0.9999473027804489	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.1911196911196911	0.5960599326291025	3	3	0.9999528909749756	0.1054003048182188	False	False	False	0.0	0.1911196911196911	unclassified_shared_neuronal_or_context	branch_specific_cerebellar_context	0.047779922779922775
Robo1	ROBO1	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	3.317183437434975e-06	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7317430424775058	0.1665619012446293	7	3	3.5689339661688793e-06	0.6827991094190786	False	False	False	0.5	0.1665619012446293	curated_shared_structural_executor	branch_specific_dentate_context	1.2916404753111572
Plxna2	PLXNA2	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.4578769016883848e-18	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.5770925110132159	0.0880321976125365	7	3	4.6570471277792435e-18	0.4465215991450064	False	False	False	0.5	0.0880321976125365	curated_shared_structural_executor	branch_specific_dentate_context	1.272008049403134
Slit2	SLIT2	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.8184816779475092e-07	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.5315712187958884	0.0691187840681254	6	3	2.010339836630045e-07	0.8934908974782608	False	False	False	0.5	0.0691187840681254	curated_shared_structural_executor	branch_specific_dentate_context	1.2672796960170314
Sema3a	SEMA3A	axon_guidance_synapse	shared_structural_executor	moderate_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.6511190807097714e-16	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.0605386706202125	0.0819300648592031	4	3	3.8758412186791063e-16	0.8934908974782608	False	False	False	0.5	0.0605386706202125	curated_shared_structural_executor	branch_specific_dentate_context	1.2651346676550532
GPM6B	GPM6B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3429518837400482e-22	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.951909476661952	0.8303230951343612	7	3	1.055385012982668e-21	0.6827991094190786	False	False	False	0.5	0.8303230951343612	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.2075807737835902
Cntn5	CNTN5	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	2.4609010821207194e-21	6	12	0.5	0.6666666666666666	-0.1666666666666666	0.8924811052561918	0.8036437246963563	0.0463777777433459	7	2	1.4544126558909648e-20	1.0	False	False	False	0.3333333333333333	0.0463777777433459	curated_shared_structural_executor	branch_specific_dentate_context	1.0949277777691697
NTRK2	NTRK2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.9915515691760797e-19	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.8407643312101911	0.3786892576766372	7	3	1.0923695881385385e-18	0.4465215991450064	False	False	False	0.5	0.3786892576766372	axon_guidance_adhesion	branch_specific_dentate_context	1.0946723144191592
KIF21A	KIF21A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1608092249889012e-11	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.6659494351802044	0.2969349920514163	7	3	1.6370580032515778e-11	0.8934908974782608	False	False	False	0.5	0.2969349920514163	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.074233748012854
FOXN3	FOXN3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7532817025313575e-29	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7243867243867244	0.292438283972265	7	3	2.626086455738876e-27	0.6827991094190786	False	False	False	0.5	0.292438283972265	regulatory_morphogenesis_candidate	branch_specific_dentate_context	1.0731095709930663
MYO5A	MYO5A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.492574455971531e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7927590511860175	0.2446506364740842	7	2	9.013529669995704e-09	0.6827991094190786	False	False	False	0.5	0.2446506364740842	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.061162659118521
DNMT3A	DNMT3A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.49494609800643e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.5885471898197243	0.2338602823715965	7	3	8.661728260592985e-13	0.8934908974782608	False	False	False	0.5	0.2338602823715965	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.058465070592899
MEF2A	MEF2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.493003398154007e-22	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6942675159235668	0.1952932027356358	7	3	2.5254414568653468e-21	0.6827991094190786	False	False	False	0.5	0.1952932027356358	regulatory_morphogenesis_candidate	branch_specific_dentate_context	1.048823300683909
DLG2	DLG2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.1207738570841402e-11	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.9905100830367736	0.1874502462443594	7	3	2.960076252262227e-11	0.6827991094190786	False	False	False	0.5	0.1874502462443594	synaptic_wiring	branch_specific_dentate_context	1.0468625615610898
EPHA5	EPHA5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3023184867736652e-08	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6383207750269106	0.1719512610823089	7	3	2.708095877338438e-08	0.6827991094190786	False	False	False	0.5	0.1719512610823089	axon_guidance_adhesion	branch_specific_dentate_context	1.0429878152705774
MAP2K1	MAP2K1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.5542895809219124e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.5584415584415584	0.1562345474597912	7	3	5.660245301776526e-13	0.6827991094190786	False	False	False	0.5	0.1562345474597912	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.0390586368649477
ACTN1	ACTN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.5834186284544524	0.1348867463558964	7	3	2.342041309412446e-18	0.6827991094190786	False	False	False	0.5	0.1348867463558964	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.033721686588974
MAP7D2	MAP7D2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.450889394304311e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.4207267623057162	0.1277102932134968	6	2	3.223759306395422e-10	0.6827991094190786	False	False	False	0.5	0.1277102932134968	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.0319275733033741
KCNIP4	KCNIP4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.9101964452759588	0.1271353103046492	7	3	1.3342153707569805e-13	0.6827991094190786	False	False	False	0.5	0.1271353103046492	synaptic_wiring	branch_specific_dentate_context	1.0317838275761622
CNTNAP2	CNTNAP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4277677851521945e-06	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8991696322657177	0.1115205268686918	7	2	1.5453235159656238e-06	0.6827991094190786	False	False	False	0.5	0.1115205268686918	axon_guidance_adhesion	branch_specific_dentate_context	1.0278801317171729
SCN3B	SCN3B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.268530891973472e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.5005382131324004	0.104545760910322	7	3	1.598746952173423e-09	0.6827991094190786	False	False	False	0.5	0.104545760910322	synaptic_wiring	branch_specific_dentate_context	1.0261364402275805
ACTR3B	ACTR3B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.4994882292732855	0.0700923988518817	7	3	1.0380442664574929e-12	0.8934908974782608	False	False	False	0.5	0.0700923988518817	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.0175230997129705
SHANK2	SHANK2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.306391738877116e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6910604732690623	0.062559637723204	7	2	5.250457381464005e-09	0.6827991094190786	False	False	False	0.5	0.062559637723204	synaptic_wiring	branch_specific_dentate_context	1.015639909430801
SEMA5A	SEMA5A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.9036514667012995e-25	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8751608751608752	0.0576723995067074	7	2	8.424355283733632e-24	0.6827991094190786	False	False	False	0.5	0.0576723995067074	axon_guidance_adhesion	branch_specific_dentate_context	1.0144180998766767
CACNB4	CACNB4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6620023649980291	0.0551447773475696	7	2	1.4460279855484825e-15	0.6827991094190786	False	False	False	0.5	0.0551447773475696	synaptic_wiring	branch_specific_dentate_context	1.0137861943368924
DNM1	DNM1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.5370717728126188e-11	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7333956969130028	0.0496023384020402	7	2	2.1578696927058708e-11	0.6827991094190786	False	False	False	0.5	0.0496023384020402	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.0124005846005102
KCNH7	KCNH7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4380117306227187e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.2366412213740458	0.0487526870644034	7	2	1.9147007020998627e-10	0.6827991094190786	False	False	False	0.5	0.0487526870644034	synaptic_wiring	branch_specific_dentate_context	1.012188171766101
CACNG8	CACNG8	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3023184867736652e-08	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.506578947368421	0.0418037820530755	5	1	2.708095877338438e-08	0.4465215991450064	False	False	False	0.5	0.0418037820530755	synaptic_wiring	branch_specific_dentate_context	1.0104509455132689
GRIN1	GRIN1	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	73	88	1.0	0.5	0.5	3.5893709948883656e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.647812166488794	0.0376933694622063	7	2	4.6535240214661485e-10	0.8934908974782608	False	False	False	0.5	0.0376933694622063	synaptic_wiring	branch_specific_dentate_context	1.0094233423655514
DSCAM	DSCAM	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0272635466983916e-08	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.850130890052356	0.0360987355463418	7	1	1.2310136092755866e-08	0.6827991094190786	False	False	False	0.5	0.0360987355463418	axon_guidance_adhesion	branch_specific_dentate_context	1.0090246838865855
DYNC1I1	DYNC1I1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.1524338285766923e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8299737072743207	0.0278442526936866	7	1	2.6754320768956134e-09	0.6827991094190786	False	False	False	0.5	0.0278442526936866	cytoskeleton_morphogenesis	branch_specific_dentate_context	1.0069610631734216
DLGAP2	DLGAP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.5893709948883656e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8559401309635173	0.0156359941882151	7	1	4.6535240214661485e-10	0.6827991094190786	False	False	False	0.5	0.0156359941882151	synaptic_wiring	branch_specific_dentate_context	1.0039089985470537
SLIT1	SLIT1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3174243594451417e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.6836815135987386	0.0143645624006758	7	1	6.182648752320432e-17	0.8934908974782608	False	False	False	0.5	0.0143645624006758	axon_guidance_adhesion	branch_specific_dentate_context	1.003591140600169
NLGN4Y	NLGN4Y	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	3.879588266824417e-12	1	2	0.6666666666666666	0.6666666666666666	0.0	0.6666666666666666	0.704201680672269	0.0140041493775933	3	0	5.7321709473720435e-12	0.8475263584752636	False	False	False	0.5	0.0140041493775933	axon_guidance_adhesion	branch_specific_dentate_context	1.0035010373443982
KCNT2	KCNT2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7599667774086378	0.011258095701517	7	1	2.342041309412446e-18	0.6827991094190786	False	False	False	0.5	0.011258095701517	synaptic_wiring	branch_specific_dentate_context	1.0028145239253794
GABRB2	GABRB2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8367346938775511	0.0090046330577199	6	1	1.4460279855484825e-15	0.6827991094190786	False	False	False	0.5	0.0090046330577199	synaptic_wiring	branch_specific_dentate_context	1.00225115826443
