donor_id	comparator	feature_type	model_term_supported	target_set	peak_category	n_barcodes_granule	n_barcodes_comparator	mean_feature_score_granule	mean_feature_score_comparator	delta_granule_minus_comparator	mean_detection_granule	mean_detection_comparator	delta_detection_granule_minus_comparator	n_donors	mean_delta_score	median_delta_score	mean_delta_detection	median_delta_detection
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 1 core convergent program	distal_100kb	63	1079	0.2827392769620632	0.2329257557419682	0.049813521220095	0.0976099251961321	0.0795436387459653	0.018066286450166794					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 1 core convergent program	gene_body_overlap	63	1079	0.3498766468234596	0.2892591257968004	0.06061752102665918	0.12125551975176035	0.09922164075620005	0.022033878995560308					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 1 core convergent program	gene_edge_2kb	63	1079	0.438397563253498	0.4090970524035807	0.029300510849917305	0.164021164021164	0.1417979610750695	0.022223202946094506					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 1 core convergent program	proximal_10kb	63	1079	0.47322937577639523	0.3391608143977014	0.13406856137869383	0.16666666666666666	0.11507568736484398	0.05159097930182267					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	distal_100kb	63	1079	0.2518040974990356	0.18471863771181066	0.06708545978722494	0.08689248895434462	0.06276334521273039	0.024129143741614234					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_body_overlap	63	1079	0.3120020668321635	0.24496684813572123	0.0670352186964423	0.10652132338879325	0.08218229730785981	0.02433902608093344					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_edge_2kb	63	1079	0.5637444003736791	0.48820906290659866	0.07553533746708047	0.20634920634920634	0.17052826691380907	0.03582093943539727					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	proximal_10kb	63	1079	0.2154640856495404	0.16965494572240247	0.04580913992713792	0.07583774250440917	0.0596231078158789	0.016214634688530266					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	distal_100kb	63	1079	0.35132658863317323	0.29667756598648826	0.054649022646684975	0.11626468769325912	0.10028525691176293	0.01597943078149619					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_body_overlap	63	1079	0.9346865832075871	0.8445689338914519	0.0901176493161352	0.2927689594356261	0.2797858099062918	0.01298314952933427					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_edge_2kb	63	1079	0.45818093346195293	0.428799609201878	0.029381324260074948	0.15873015873015872	0.1489805375347544	0.009749621195404318					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	proximal_10kb	63	1079	0.1323917520239629	0.14032923755545865	-0.007937485531495758	0.047619047619047616	0.048722361975374016	-0.0011033143563264					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	63	1079	0.3646385232273405	0.29634345158310404	0.06829507164423648	0.12446840371368673	0.09977792155559831	0.024690482158088417					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_body_overlap	63	1079	0.4733729215355863	0.4163088955751415	0.0570640259604448	0.160436934630483	0.14085124617577008	0.019585688454712924					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_edge_2kb	63	1079	0.8670541895621924	0.7122777656451057	0.15477642391708668	0.2952380952380952	0.241241890639481	0.05399620459861418					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	proximal_10kb	63	1079	0.3758750407716769	0.27325145969716175	0.10262358107451514	0.13108038914490527	0.09190110317199318	0.03917928597291209					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	63	1079	0.38354132989666495	0.32391238282294194	0.059628947073723015	0.1302930034047859	0.10823213840721939	0.0220608649975665					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	63	1079	0.9947621061003584	0.8598445932001247	0.13491751290023368	0.3268983268983269	0.28254389700172833	0.044354429896598546					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_edge_2kb	63	1079	0.6314171360907922	0.5559961714709682	0.07542096461982395	0.22675736961451246	0.1894611412683702	0.03729622834614227					
