dataset	sample	group	panel	panel_gene_count	genes_found	coverage_fraction	mean_detection_fraction_found_genes	mean_expression_found_genes	found_genes	missing_genes
GSE95752	C1_all_cells	DG10	axon_guidance_synapse	15	15	1	0.196444	0.473778	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG10	cerebellar_identity	12	7	0.583333	0.0514286	0.0761906	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG10	dentate_identity	12	12	1	0.205556	0.613333	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG10	metabolic_proteomic_validation	8	7	0.875	0.674286	3.45143	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG10	morphogenesis_cytoskeleton	13	12	0.923077	0.331111	0.958888	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG10	shared_granule_neuronal	12	12	1	0.29	1.06778	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG11	axon_guidance_synapse	15	15	1	0.227548	0.650688	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG11	cerebellar_identity	12	7	0.583333	0.0543093	0.0873671	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG11	dentate_identity	12	12	1	0.239669	0.684573	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG11	metabolic_proteomic_validation	8	7	0.875	0.668241	2.96458	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG11	morphogenesis_cytoskeleton	13	12	0.923077	0.401515	1.42906	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG11	shared_granule_neuronal	12	12	1	0.338154	1.68802	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG12	axon_guidance_synapse	15	15	1	0.218824	0.672941	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG12	cerebellar_identity	12	7	0.583333	0.0336134	0.0453781	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG12	dentate_identity	12	12	1	0.259804	0.837254	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG12	metabolic_proteomic_validation	8	7	0.875	0.672269	3.05714	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG12	morphogenesis_cytoskeleton	13	12	0.923077	0.4	1.5402	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG12	shared_granule_neuronal	12	12	1	0.373529	1.77353	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG13	axon_guidance_synapse	15	15	1	0.227004	0.6827	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG13	cerebellar_identity	12	7	0.583333	0.0524412	0.0940325	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG13	dentate_identity	12	12	1	0.248945	0.792194	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG13	metabolic_proteomic_validation	8	7	0.875	0.692586	3.23508	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG13	morphogenesis_cytoskeleton	13	12	0.923077	0.387131	1.27321	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG13	shared_granule_neuronal	12	12	1	0.371308	1.33439	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG14	axon_guidance_synapse	15	15	1	0.253107	0.761582	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG14	cerebellar_identity	12	7	0.583333	0.0338983	0.0605327	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG14	dentate_identity	12	12	1	0.299435	1.02966	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG14	metabolic_proteomic_validation	8	7	0.875	0.726392	3.74576	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG14	morphogenesis_cytoskeleton	13	12	0.923077	0.411017	1.46186	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG14	shared_granule_neuronal	12	12	1	0.423729	1.56638	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG15	axon_guidance_synapse	15	15	1	0.263131	0.786363	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG15	cerebellar_identity	12	7	0.583333	0.0357142	0.04329	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG15	dentate_identity	12	12	1	0.284091	0.835227	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG15	metabolic_proteomic_validation	8	7	0.875	0.699134	2.9513	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG15	morphogenesis_cytoskeleton	13	12	0.923077	0.395202	1.24369	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG15	shared_granule_neuronal	12	12	1	0.407197	1.53598	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG16	axon_guidance_synapse	15	15	1	0.223899	0.645283	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG16	cerebellar_identity	12	7	0.583333	0.0134771	0.0296495	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG16	dentate_identity	12	12	1	0.243711	0.649371	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG16	metabolic_proteomic_validation	8	7	0.875	0.425876	1.41779	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG16	morphogenesis_cytoskeleton	13	12	0.923077	0.34434	1.1195	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG16	shared_granule_neuronal	12	12	1	0.386793	1.51101	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG17	axon_guidance_synapse	15	15	1	0.141935	0.422796	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG17	cerebellar_identity	12	7	0.583333	0.0460829	0.0949309	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG17	dentate_identity	12	12	1	0.186022	0.569892	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG17	metabolic_proteomic_validation	8	7	0.875	0.705991	3.41198	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG17	morphogenesis_cytoskeleton	13	12	0.923077	0.354301	1.34247	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG17	shared_granule_neuronal	12	12	1	0.320968	1.26344	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG18	axon_guidance_synapse	15	15	1	0.0824561	0.133333	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG18	cerebellar_identity	12	7	0.583333	0.109023	0.139098	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG18	dentate_identity	12	12	1	0.0526316	0.0877193	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG18	metabolic_proteomic_validation	8	7	0.875	0.546992	1.62218	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG18	morphogenesis_cytoskeleton	13	12	0.923077	0.256579	0.614035	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG18	shared_granule_neuronal	12	12	1	0.125	0.200658	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG19	axon_guidance_synapse	15	15	1	0.129502	0.291187	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG19	cerebellar_identity	12	7	0.583333	0.108374	0.20197	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG19	dentate_identity	12	12	1	0.092912	0.244253	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG19	metabolic_proteomic_validation	8	7	0.875	0.541872	2.33005	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG19	morphogenesis_cytoskeleton	13	12	0.923077	0.338123	1.30172	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG19	shared_granule_neuronal	12	12	1	0.173372	0.454981	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG20	axon_guidance_synapse	15	15	1	0.38553	1.40207	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG20	cerebellar_identity	12	7	0.583333	0.0387597	0.0564784	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG20	dentate_identity	12	12	1	0.399225	1.52326	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG20	metabolic_proteomic_validation	8	7	0.875	0.85382	6.01661	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG20	morphogenesis_cytoskeleton	13	12	0.923077	0.806847	10.3585	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG20	shared_granule_neuronal	12	12	1	0.582041	3.88372	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG21	axon_guidance_synapse	15	15	1	0.303922	0.907353	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG21	cerebellar_identity	12	7	0.583333	0.0514705	0.0651261	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG21	dentate_identity	12	12	1	0.344363	1.30821	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG21	metabolic_proteomic_validation	8	7	0.875	0.834034	5.60399	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG21	morphogenesis_cytoskeleton	13	12	0.923077	0.617647	4.8027	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG21	shared_granule_neuronal	12	12	1	0.463848	2.05637	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG22	axon_guidance_synapse	15	15	1	0.379832	1.29412	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG22	cerebellar_identity	12	7	0.583333	0.0480192	0.0864346	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG22	dentate_identity	12	12	1	0.460784	2.09104	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG22	metabolic_proteomic_validation	8	7	0.875	0.879952	6.57383	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG22	morphogenesis_cytoskeleton	13	12	0.923077	0.729692	6.7276	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG22	shared_granule_neuronal	12	12	1	0.580532	2.95728	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG23	axon_guidance_synapse	15	15	1	0.288889	0.872222	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG23	cerebellar_identity	12	7	0.583333	0.0595238	0.0916666	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG23	dentate_identity	12	12	1	0.320139	1.28472	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG23	metabolic_proteomic_validation	8	7	0.875	0.82619	5.47261	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG23	morphogenesis_cytoskeleton	13	12	0.923077	0.560417	3.76736	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG23	shared_granule_neuronal	12	12	1	0.446528	1.87917	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG24	axon_guidance_synapse	15	15	1	0.362626	1.2798	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG24	cerebellar_identity	12	7	0.583333	0.0248918	0.04329	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG24	dentate_identity	12	12	1	0.443182	1.72475	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG24	metabolic_proteomic_validation	8	7	0.875	0.838745	5.42208	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG24	morphogenesis_cytoskeleton	13	12	0.923077	0.669823	4.75442	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG24	shared_granule_neuronal	12	12	1	0.558081	2.94887	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	DG25	axon_guidance_synapse	15	15	1	0.358865	1.37163	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	DG25	cerebellar_identity	12	7	0.583333	0.0440729	0.0638299	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	DG25	dentate_identity	12	12	1	0.446808	1.93174	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	DG25	metabolic_proteomic_validation	8	7	0.875	0.87842	6.731	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	DG25	morphogenesis_cytoskeleton	13	12	0.923077	0.623227	4.70833	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	DG25	shared_granule_neuronal	12	12	1	0.577128	3.15425	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
GSE95752	C1_all_cells	all	axon_guidance_synapse	15	15	1	0.267738	0.89877	Cntn4,Cntn5,Cntn6,Epha4,Ephb1,Ephb2,Nrp1,Nrp2,Plxna2,Plxna4,Robo1,Robo2,Sema3a,Sema3f,Slit2	
GSE95752	C1_all_cells	all	cerebellar_identity	12	7	0.583333	0.0479499	0.078593	En2,Etv1,Grin2c,Pax6,Ror1,Zic1,Zic2	Atoh1,Barhl1,Barhl2,Cbln3,Gabra6
GSE95752	C1_all_cells	all	dentate_identity	12	12	1	0.302432	1.10483	C1ql3,Calb1,Calb2,Dcx,Egr3,Glis3,Itpka,Mex3a,Neurod1,Neurod2,Prox1,Tbr1	
GSE95752	C1_all_cells	all	metabolic_proteomic_validation	8	7	0.875	0.73916	4.35457	Cox6c,Ndufa4,Ndufb8,Prdx1,Prdx2,Sod1,Tubb4a	Atp5f1a
GSE95752	C1_all_cells	all	morphogenesis_cytoskeleton	13	12	0.923077	0.494391	2.97608	Cdk5r1,Cfl1,Cntn2,Dpysl2,Dpysl3,Elavl4,Gap43,L1cam,Mapt,Ncam1,Stmn2,Stmn3	Tau
GSE95752	C1_all_cells	all	shared_granule_neuronal	12	12	1	0.428065	2.07193	Dcx,Eomes,Map2,Neurod1,Neurod2,Pax6,Slc17a7,Snap25,St18,Syn1,Syt1,Tubb3	
