analysis_class	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	background_max_mean	background_max_median	background_max_q25	background_max_q75	broad_class	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	dataset	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	identity_rank_contrast_mean	identity_rank_contrast_median	identity_rank_contrast_q25	identity_rank_contrast_q75	label	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	n_cells_or_spots	platform	region	sample	sample_context	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	source_layer	species	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id
backbone_other_or_ambiguous		1.43004							other_or_ambiguous		0				0.268421			GSE214905		0				0.0105263			-0.257895	-0.257895			all		2.52755			1	patch_seq	dentate_gyrus	patch_RNA_QC_counts	dentate_gyrus		2.46473				0.147368			backbone_refined	mouse		2.14077				0.2			backbone_refined|GSE214905|patch_RNA_QC_counts|all|backbone_other_or_ambiguous
backbone_cerebellar_candidate		0.238901							cerebellar_candidate		0.409074				0.84228			GSE242688		0.274653				0.31544			-0.52684	-0.52684			all		1.62875			249	visium_spatial	cerebellum_spatial	WT_ZT12_rep1	cerebellum_spatial		1.21394				0.586359			backbone_refined	mouse		1.02473				0.562046			backbone_refined|GSE242688|WT_ZT12_rep1|all|backbone_cerebellar_candidate
backbone_cerebellum_warning		0.39671							broad_neuronal_structural_warning		0.335353				0.727187			GSE242688		0.830474				0.849542			0.122355	0.122355			all		1.93791			935	visium_spatial	cerebellum_spatial	WT_ZT12_rep1	cerebellum_spatial		1.58782				0.833912			backbone_refined	mouse		1.30515				0.835491			backbone_refined|GSE242688|WT_ZT12_rep1|all|backbone_cerebellum_warning
backbone_other_or_ambiguous		0.153506							other_or_ambiguous		0.162887				0.323177			GSE242688		0.310613				0.350332			0.027155	0.027155			all		1.35711			1983	visium_spatial	cerebellum_spatial	WT_ZT12_rep1	cerebellum_spatial		0.956089				0.31923			backbone_refined	mouse		0.828893				0.323019			backbone_refined|GSE242688|WT_ZT12_rep1|all|backbone_other_or_ambiguous
backbone_cerebellar_candidate		0.245925							cerebellar_candidate		0.325774				0.886893			GSE242688		0.22397				0.0959337			-0.790959	-0.790959			all		1.77168			54	visium_spatial	cerebellum_spatial	WT_ZT12_rep2	cerebellum_spatial		1.31736				0.539676			backbone_refined	mouse		1.10353				0.475326			backbone_refined|GSE242688|WT_ZT12_rep2|all|backbone_cerebellar_candidate
backbone_cerebellum_warning		0.39671							broad_neuronal_structural_warning		0.225901				0.633044			GSE242688		0.841675				0.848796			0.215752	0.215752			all		2.02568			772	visium_spatial	cerebellum_spatial	WT_ZT12_rep2	cerebellum_spatial		1.53428				0.780695			backbone_refined	mouse		1.32659				0.791749			backbone_refined|GSE242688|WT_ZT12_rep2|all|backbone_cerebellum_warning
backbone_other_or_ambiguous		0.238901							other_or_ambiguous		0.162887				0.405053			GSE242688		0.44794				0.366364			-0.038689	-0.038689			all		1.6574			1707	visium_spatial	cerebellum_spatial	WT_ZT12_rep2	cerebellum_spatial		1.18157				0.361232			backbone_refined	mouse		1.03782				0.363995			backbone_refined|GSE242688|WT_ZT12_rep2|all|backbone_other_or_ambiguous
backbone_dentate_candidate		2.07549							dentate_candidate		0				0.374263			GSE292261		2.65814				0.785855			0.411592	0.411592			DG_P10		3.71994			53	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		3.49914				0.695481			backbone_refined	mouse		3.09705				0.699411			backbone_refined|GSE292261|SS2_filtered_counts|DG_P10|backbone_dentate_candidate
backbone_dentate_low_support		1.87071							dentate_low_support		0				0.374263			GSE292261		2.04502				0.44106			0.066797	0.066797			DG_P10		3.3261			38	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		3.15035				0.468566			backbone_refined	mouse		2.76839				0.533399			backbone_refined|GSE292261|SS2_filtered_counts|DG_P10|backbone_dentate_low_support
backbone_dentate_candidate		1.7311							dentate_candidate		0				0.374263			GSE292261		2.65321				0.779961			0.405698	0.405698			DG_P15		2.87913			49	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		3.31289				0.579568			backbone_refined	mouse		2.67777				0.473477			backbone_refined|GSE292261|SS2_filtered_counts|DG_P15|backbone_dentate_candidate
backbone_dentate_low_support		1.61877							dentate_low_support		0				0.374263			GSE292261		2.08638				0.462672			0.088409	0.088409			DG_P15		2.95441			44	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		2.90342				0.35167			backbone_refined	mouse		2.48335				0.400786			backbone_refined|GSE292261|SS2_filtered_counts|DG_P15|backbone_dentate_low_support
backbone_dentate_candidate		0.778118							dentate_candidate		0				0.374263			GSE292261		2.30308				0.585462			0.211199	0.211199			DG_P28		2.09956			7	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		3.25821				0.548134			backbone_refined	mouse		2.254				0.324165			backbone_refined|GSE292261|SS2_filtered_counts|DG_P28|backbone_dentate_candidate
backbone_dentate_low_support		0.587509							dentate_low_support		0				0.374263			GSE292261		1.22748				0.169941			-0.204322	-0.204322			DG_P28		1.69388			144	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		2.36921				0.158154			backbone_refined	mouse		1.5821				0.150294			backbone_refined|GSE292261|SS2_filtered_counts|DG_P28|backbone_dentate_low_support
backbone_other_or_ambiguous		0.825414							other_or_ambiguous		0				0.374263			GSE292261		0				0.00392927			-0.370334	-0.370334			DG_P28		1.23611			4	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		2.23966				0.131631			backbone_refined	mouse		1.41618				0.0952848			backbone_refined|GSE292261|SS2_filtered_counts|DG_P28|backbone_other_or_ambiguous
backbone_dentate_candidate		2.06403							dentate_candidate		0				0.374263			GSE292261		2.79771				0.842829			0.468566	0.468566			DG_P5		5.14747			49	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		3.76332				0.836935			backbone_refined	mouse		3.62568				0.895874			backbone_refined|GSE292261|SS2_filtered_counts|DG_P5|backbone_dentate_candidate
backbone_dentate_low_support		1.91269							dentate_low_support		0				0.374263			GSE292261		1.85893				0.367387			-0.006876	-0.006876			DG_P5		5.19817			45	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		3.56432				0.734774			backbone_refined	mouse		3.55348				0.882122			backbone_refined|GSE292261|SS2_filtered_counts|DG_P5|backbone_dentate_low_support
backbone_dentate_candidate		1.41392							dentate_candidate		0				0.374263			GSE292261		2.4989				0.692535			0.318272	0.318272			DG_P7		3.99838			38	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		3.57742				0.746562			backbone_refined	mouse		3.02033				0.674853			backbone_refined|GSE292261|SS2_filtered_counts|DG_P7|backbone_dentate_candidate
backbone_dentate_low_support		1.48767							dentate_low_support		0				0.374263			GSE292261		1.8875				0.373281			-0.000982	-0.000982			DG_P7		4.17671			38	Smart_seq2	dentate_gyrus	SS2_filtered_counts	dentate_gyrus		3.12411				0.452848			backbone_refined	mouse		2.89736				0.611984			backbone_refined|GSE292261|SS2_filtered_counts|DG_P7|backbone_dentate_low_support
backbone_cerebellar_candidate		0.411586							cerebellar_candidate		0.288914				0.789479			GSE312658		0				0.282067			-0.507412	-0.507412			all		0.621227			1829	10x	cerebellum	Ctrl	cerebellum		0.643924				0.724521			backbone_refined	mouse		0.552249				0.665431			backbone_refined|GSE312658|Ctrl|all|backbone_cerebellar_candidate
backbone_cerebellum_warning		0.640251							broad_neuronal_structural_warning		0.0630134				0.247375			GSE312658		0.22397				0.928145			0.68077	0.68077			all		0.621227			596	10x	cerebellum	Ctrl	cerebellum		0.500789				0.553428			backbone_refined	mouse		0.604924				0.718139			backbone_refined|GSE312658|Ctrl|all|backbone_cerebellum_warning
backbone_other_or_ambiguous		0.184839							other_or_ambiguous		0.0630134				0.247375			GSE312658		0				0.282067			0.034692	0.034692			all		0.264838			2432	10x	cerebellum	Ctrl	cerebellum		0.244466				0.269302			backbone_refined	mouse		0.239201				0.267758			backbone_refined|GSE312658|Ctrl|all|backbone_other_or_ambiguous
backbone_cerebellar_candidate		0.398761							cerebellar_candidate		0.272339				0.816153			GSE312658		0				0.233732			-0.582421	-0.582421			all		0.57631			2329	10x	cerebellum	cKO	cerebellum		0.590605				0.721278			backbone_refined	mouse		0.522573				0.598186			backbone_refined|GSE312658|cKO|all|backbone_cerebellar_candidate
backbone_cerebellum_warning		0.737855							broad_neuronal_structural_warning		0.0630134				0.312122			GSE312658		0.22397				0.875684			0.563562	0.563562			all		0.625725			1494	10x	cerebellum	cKO	cerebellum		0.495088				0.567593			backbone_refined	mouse		0.637468				0.732076			backbone_refined|GSE312658|cKO|all|backbone_cerebellum_warning
backbone_other_or_ambiguous		0.25808							other_or_ambiguous		0.0630134				0.312122			GSE312658		0				0.233732			-0.07839	-0.07839			all		0.3226			3123	10x	cerebellum	cKO	cerebellum		0.266595				0.26994			backbone_refined	mouse		0.288623				0.276274			backbone_refined|GSE312658|cKO|all|backbone_other_or_ambiguous
backbone_dentate_candidate		0.298489							dentate_candidate		0				0.384064			GSE95752		0.539686				0.713851			0.329787	0.329787			DC12		0.622756			15	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.649088				0.558836			backbone_refined	mouse		0.494023				0.463743			backbone_refined|GSE95752|C1_all_cells|DC12|backbone_dentate_candidate
backbone_dentate_low_support		0.25808							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DC12		0.524297			17	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.435612				0.354755			backbone_refined	mouse		0.390253				0.344768			backbone_refined|GSE95752|C1_all_cells|DC12|backbone_dentate_low_support
backbone_other_or_ambiguous		0.119451							other_or_ambiguous		0				0.384064			GSE95752		0				0.112896			-0.271168	-0.271168			DC12		0.195089			8	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.053319				0.09835			backbone_refined	mouse		0.102711				0.0856491			backbone_refined|GSE95752|C1_all_cells|DC12|backbone_other_or_ambiguous
backbone_dentate_candidate		0.524286							dentate_candidate		0				0.384064			GSE95752		0.518876				0.691055			0.306991	0.306991			DG03		0.786917			20	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.920372				0.811767			backbone_refined	mouse		0.773544				0.732522			backbone_refined|GSE95752|C1_all_cells|DG03|backbone_dentate_candidate
backbone_dentate_low_support		0.268357							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DG03		0.44794			11	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.469942				0.380156			backbone_refined	mouse		0.407698				0.364742			backbone_refined|GSE95752|C1_all_cells|DG03|backbone_dentate_low_support
backbone_other_or_ambiguous		0.0924196							other_or_ambiguous		0				0.384064			GSE95752		0				0.112896			-0.271168	-0.271168			DG03		0.219062			8	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.148892				0.206687			backbone_refined	mouse		0.157309				0.161529			backbone_refined|GSE95752|C1_all_cells|DG03|backbone_other_or_ambiguous
backbone_dentate_candidate		0.450772							dentate_candidate		0				0.384064			GSE95752		0.676456				0.828485			0.444421	0.444421			DG04		0.782073			39	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.811986				0.717325			backbone_refined	mouse		0.691711				0.663048			backbone_refined|GSE95752|C1_all_cells|DG04|backbone_dentate_candidate
backbone_dentate_low_support		0.234975							dentate_low_support		0				0.384064			GSE95752		0.198628				0.391012			0.006948	0.006948			DG04		0.55096			14	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.556762				0.457772			backbone_refined	mouse		0.442454				0.399914			backbone_refined|GSE95752|C1_all_cells|DG04|backbone_dentate_low_support
backbone_other_or_ambiguous		0.184839							other_or_ambiguous		0				0.384064			GSE95752		0				0.112896			-0.271168	-0.271168			DG04		0.231049			5	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0				0.0327833			backbone_refined	mouse		0.130638				0.125923			backbone_refined|GSE95752|C1_all_cells|DG04|backbone_other_or_ambiguous
backbone_dentate_candidate		0.480227							dentate_candidate		0				0.384064			GSE95752		0.678668				0.829787			0.445723	0.445723			DG05		0.891117			81	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.875888				0.777247			backbone_refined	mouse		0.777068				0.736431			backbone_refined|GSE95752|C1_all_cells|DG05|backbone_dentate_candidate
backbone_dentate_low_support		0.369678							dentate_low_support		0				0.384064			GSE95752		0.25993				0.450065			0.066001	0.066001			DG05		0.539491			25	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.571273				0.474815			backbone_refined	mouse		0.510542				0.483283			backbone_refined|GSE95752|C1_all_cells|DG05|backbone_dentate_low_support
backbone_other_or_ambiguous		0.0828302							other_or_ambiguous		0.0630134				0.834564			GSE95752		0				0.112896			-0.721668	-0.721668			DG05		0.245254			20	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.0955733				0.15469			backbone_refined	mouse		0.134403				0.130265			backbone_refined|GSE95752|C1_all_cells|DG05|backbone_other_or_ambiguous
backbone_dentate_candidate		0.463873							dentate_candidate		0				0.384064			GSE95752		0.628201				0.789731			0.405667	0.405667			DG06		0.790651			20	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.777461				0.684542			backbone_refined	mouse		0.689787				0.661528			backbone_refined|GSE95752|C1_all_cells|DG06|backbone_dentate_candidate
backbone_dentate_low_support		0.360776							dentate_low_support		0				0.384064			GSE95752		0.310613				0.491967			0.107903	0.107903			DG06		0.613976			15	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.57658				0.481112			backbone_refined	mouse		0.503532				0.475033			backbone_refined|GSE95752|C1_all_cells|DG06|backbone_dentate_low_support
backbone_other_or_ambiguous		0.107296							other_or_ambiguous		0.126027				0.952453			GSE95752		0				0.112896			-0.839557	-0.839557			DG06		0.264838			7	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.177122				0.227529			backbone_refined	mouse		0.243732				0.231437			backbone_refined|GSE95752|C1_all_cells|DG06|backbone_other_or_ambiguous
backbone_dentate_candidate		0.510148							dentate_candidate		0				0.384064			GSE95752		0.56651				0.736431			0.352367	0.352367			DG07		0.847476			62	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.851893				0.757056			backbone_refined	mouse		0.773074				0.732306			backbone_refined|GSE95752|C1_all_cells|DG07|backbone_dentate_candidate
backbone_dentate_low_support		0.3505							dentate_low_support		0				0.384064			GSE95752		0.25993				0.450065			0.066001	0.066001			DG07		0.731373			37	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.594358				0.50152			backbone_refined	mouse		0.53091				0.507599			backbone_refined|GSE95752|C1_all_cells|DG07|backbone_dentate_low_support
backbone_other_or_ambiguous		0.0462098							other_or_ambiguous		0.0998738				0.921624			GSE95752		0				0.112896			-0.808728	-0.808728			DG07		0.207076			19	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.0845086				0.140686			backbone_refined	mouse		0.106052				0.0887972			backbone_refined|GSE95752|C1_all_cells|DG07|backbone_other_or_ambiguous
backbone_dentate_candidate		0.440243							dentate_candidate		0				0.384064			GSE95752		0.601486				0.764655			0.380591	0.380591			DG08		0.726151			60	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.754122				0.661528			backbone_refined	mouse		0.646853				0.6231			backbone_refined|GSE95752|C1_all_cells|DG08|backbone_dentate_candidate
backbone_dentate_low_support		0.277259							dentate_low_support		0				0.384064			GSE95752		0.25993				0.450065			0.066001	0.066001			DG08		0.572244			41	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.550355				0.448762			backbone_refined	mouse		0.470568				0.429874			backbone_refined|GSE95752|C1_all_cells|DG08|backbone_dentate_low_support
backbone_other_or_ambiguous		0.0732408							other_or_ambiguous		0.0630134				0.834564			GSE95752		0				0.112896			-0.721668	-0.721668			DG08		0.264838			17	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.0845086				0.140686			backbone_refined	mouse		0.128868				0.123317			backbone_refined|GSE95752|C1_all_cells|DG08|backbone_other_or_ambiguous
backbone_dentate_candidate		0.396011							dentate_candidate		0				0.384064			GSE95752		0.575646				0.747069			0.363005	0.363005			DG09		0.673611			37	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.73123				0.64112			backbone_refined	mouse		0.568716				0.545376			backbone_refined|GSE95752|C1_all_cells|DG09|backbone_dentate_candidate
backbone_dentate_low_support		0.285111							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DG09		0.548271			45	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.554108				0.455059			backbone_refined	mouse		0.452887				0.409032			backbone_refined|GSE95752|C1_all_cells|DG09|backbone_dentate_low_support
backbone_other_or_ambiguous		0.0828302							other_or_ambiguous		0				0.384064			GSE95752		0				0.112896			-0.271168	-0.271168			DG09		0.264838			28	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.137828				0.19822			backbone_refined	mouse		0.147664				0.149479			backbone_refined|GSE95752|C1_all_cells|DG09|backbone_other_or_ambiguous
backbone_dentate_candidate		0.340911							dentate_candidate		0				0.384064			GSE95752		0.550803				0.719714			0.33565	0.33565			DG10		0.673611			18	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.66972				0.579788			backbone_refined	mouse		0.575067				0.552323			backbone_refined|GSE95752|C1_all_cells|DG10|backbone_dentate_candidate
backbone_dentate_low_support		0.25808							dentate_low_support		0				0.384064			GSE95752		0.173287				0.367347			-0.016717	-0.016717			DG10		0.490509			27	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.399458				0.332175			backbone_refined	mouse		0.40586				0.363873			backbone_refined|GSE95752|C1_all_cells|DG10|backbone_dentate_low_support
backbone_other_or_ambiguous		0.0462098							other_or_ambiguous		0.0315067				0.609314			GSE95752		0				0.112896			-0.496418	-0.496418			DG10		0.115525			30	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.053319				0.09835			backbone_refined	mouse		0.0678516				0.0389709			backbone_refined|GSE95752|C1_all_cells|DG10|backbone_other_or_ambiguous
backbone_dentate_candidate		0.315654							dentate_candidate		0				0.384064			GSE95752		0.500398				0.677051			0.292987	0.292987			DG11		0.593861			36	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.630661				0.539079			backbone_refined	mouse		0.491066				0.458098			backbone_refined|GSE95752|C1_all_cells|DG11|backbone_dentate_candidate
backbone_dentate_low_support		0.281185							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DG11		0.493715			52	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.423465				0.346287			backbone_refined	mouse		0.405363				0.361702			backbone_refined|GSE95752|C1_all_cells|DG11|backbone_dentate_low_support
backbone_other_or_ambiguous		0.0924196							other_or_ambiguous		0				0.384064			GSE95752		0				0.112896			-0.271168	-0.271168			DG11		0.207076			33	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.053319				0.09835			backbone_refined	mouse		0.108842				0.0937907			backbone_refined|GSE95752|C1_all_cells|DG11|backbone_other_or_ambiguous
backbone_dentate_candidate		0.377531							dentate_candidate		0				0.384064			GSE95752		0.570544				0.740122			0.356058	0.356058			DG12		0.723276			35	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.750562				0.657186			backbone_refined	mouse		0.616962				0.597047			backbone_refined|GSE95752|C1_all_cells|DG12|backbone_dentate_candidate
backbone_dentate_low_support		0.202281							dentate_low_support		0				0.384064			GSE95752		0.212575				0.402845			0.018781	0.018781			DG12		0.514482			24	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.403817				0.334238			backbone_refined	mouse		0.359974				0.317629			backbone_refined|GSE95752|C1_all_cells|DG12|backbone_dentate_low_support
backbone_other_or_ambiguous		0.0597253							other_or_ambiguous		0				0.384064			GSE95752		0				0.112896			-0.271168	-0.271168			DG12		0.178194			26	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.0689138				0.119518			backbone_refined	mouse		0.111066				0.0961789			backbone_refined|GSE95752|C1_all_cells|DG12|backbone_other_or_ambiguous
backbone_dentate_candidate		0.384555							dentate_candidate		0				0.384064			GSE95752		0.562476				0.73274			0.348676	0.348676			DG13		0.669174			27	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.673385				0.58337			backbone_refined	mouse		0.5588				0.532783			backbone_refined|GSE95752|C1_all_cells|DG13|backbone_dentate_candidate
backbone_dentate_low_support		0.217008							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DG13		0.438125			34	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.497443				0.401324			backbone_refined	mouse		0.385212				0.338037			backbone_refined|GSE95752|C1_all_cells|DG13|backbone_dentate_low_support
