dataset	species	region	axis_type	axis_label	axis_order	comparison_group	module_id	module_label	paper_readout	trajectory_role	orientation	n_cells	n_genes_present	genes_present	module_score	mean_module_rank	median_detection_fraction	median_mean_log1p_expression	n_genes_defined	module_gene_coverage
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	candidate_dentate_granule_only	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	49	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.9	0.825	0.3163265306122449	0.944253658652739	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	candidate_dentate_granule_only	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	49	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.4	0.5571428571428572	0.16326530612244897	0.4159942244988086	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	candidate_dentate_granule_only	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	49	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.6	0.6545454545454545	1.0	5.183869608865645	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	candidate_dentate_granule_only	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	49	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.6	0.6454545454545455	0.16326530612244897	0.43172093278946255	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	candidate_dentate_granule_only	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	49	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.4	0.5599999999999999	0.10204081632653061	0.32226973579572005	13	0.7692307692307693
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	candidate_dentate_granule_only	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	49	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.8	0.7333333333333333	0.42857142857142855	1.4460775916925213	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	candidate_dentate_granule_only	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	49	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	0.7	0.65	0.22448979591836737	0.6794368841017566	14	0.5714285714285714
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	candidate_dentate_granule_only	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	7	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.2	0.4	0.07142857142857142	0.24052113071331957	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	candidate_dentate_granule_only	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	7	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.2	0.35	0.2857142857142857	1.4516095990983904	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	candidate_dentate_granule_only	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	7	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.2	0.4	0.07142857142857142	0.049510512897138946	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	candidate_dentate_granule_only	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	7	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.2	0.2857142857142857	0.0	0.0	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	candidate_dentate_granule_only	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	7	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.4	0.4727272727272727	0.8571428571428571	4.241285807350975	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	candidate_dentate_granule_only	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	7	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.2	0.3181818181818182	0.0	0.0	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	candidate_dentate_granule_only	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	7	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.2	0.28	0.0	0.0	13	0.7692307692307693
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	candidate_dentate_granule_only	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	7	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.2	0.34444444444444444	0.14285714285714285	0.7987124257872652	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	candidate_dentate_granule_only	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	7	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	0.2	0.325	0.0	0.0	14	0.5714285714285714
