gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	branch_specificity
ZNF106	ZNF106	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	2.0836589206291316e-25	1	2	1.0	0.5	0.5	0.3333333333333333	0.5425631431244153	0.16182572614107885	3	1	3.1827156329891453e-24	0.4804597701149425	False	False	False	1.0	0.16182572614107885	dentate_biased
ZNF148	ZNF148	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	6.28229462358936e-17	1	2	1.0	0.5	0.5	0.3333333333333333	0.7482758620689656	0.3219358442387488	3	1	1.534492909748347e-16	0.4804597701149425	False	False	False	1.0	0.3219358442387488	dentate_biased
ZNF207	ZNF207	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	2.2017940816827036e-19	1	2	1.0	0.5	0.5	0.3333333333333333	0.6246458923512748	0.4667650813916374	3	1	8.730697190438361e-19	0.4804597701149425	False	False	False	1.0	0.4667650813916374	dentate_biased
ZNF273	ZNF273	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	2.3404668918468347e-26	1	2	1.0	0.5	0.5	0.3333333333333333	0.5823347745521927	0.07516757101819342	3	1	4.744366998519425e-25	0.4804597701149425	False	False	False	1.0	0.07516757101819342	dentate_biased
ZNF292	ZNF292	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	2.8058265988751974e-19	1	2	1.0	0.5	0.5	0.3333333333333333	0.7925486875529213	0.34727098627513564	3	1	1.0367696580852306e-18	0.4804597701149425	False	False	False	1.0	0.34727098627513564	dentate_biased
ZNF385B	ZNF385B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	9.974992512666112e-07	1	2	1.0	0.5	0.5	0.3333333333333333	0.49156799425905995	0.035947973188637086	3	0	1.0834130575850174e-06	0.4804597701149425	False	False	False	1.0	0.035947973188637086	dentate_biased
ZNF407	ZNF407	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	3.5046158941571256e-16	1	2	1.0	0.5	0.5	0.3333333333333333	0.6376042456406369	0.02768911586338972	3	0	7.670546795587089e-16	0.4804597701149425	False	False	False	1.0	0.02768911586338972	dentate_biased
ZNF451	ZNF451	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	1.4934116926388196e-13	1	2	1.0	0.5	0.5	0.3333333333333333	0.6511430990685859	0.1597111394829237	3	1	2.468918442539381e-13	0.4804597701149425	False	False	False	1.0	0.1597111394829237	dentate_biased
ZNF483	ZNF483	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	4.344578216369905e-12	1	2	1.0	0.5	0.5	0.3333333333333333	0.693564862104188	0.022223108841366104	3	0	6.38008811869081e-12	0.4804597701149425	False	False	False	1.0	0.022223108841366104	dentate_biased
ZNF532	ZNF532	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	1.873987827642204e-15	1	2	1.0	0.5	0.5	0.3333333333333333	0.7163814180929096	0.130745292052346	3	1	3.788145012260895e-15	0.4804597701149425	False	False	False	1.0	0.130745292052346	dentate_biased
ZNF609	ZNF609	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	6.28229462358936e-17	1	2	1.0	0.5	0.5	0.3333333333333333	0.757114493712773	0.09866741142674752	3	1	1.534492909748347e-16	0.4804597701149425	False	False	False	1.0	0.09866741142674752	dentate_biased
ZNF638	ZNF638	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	3.18297721030044e-17	1	2	1.0	0.5	0.5	0.3333333333333333	0.9212765957446809	0.3355809128630705	3	1	8.450278542401045e-17	0.4804597701149425	False	False	False	1.0	0.3355809128630705	dentate_biased
ZNF644	ZNF644	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	1.4026360634172601e-18	1	2	1.0	0.5	0.5	0.3333333333333333	0.6964180857310628	0.2572215129269071	3	1	4.6570471277792435e-18	0.4804597701149425	False	False	False	1.0	0.2572215129269071	dentate_biased
ZNF704	ZNF704	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	2.8710710965962184e-21	1	2	1.0	0.5	0.5	0.3333333333333333	0.7703804347826086	0.3197414618576444	3	1	1.6876295958041184e-20	0.4804597701149425	False	False	False	1.0	0.3197414618576444	dentate_biased
ZNF706	ZNF706	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	1.777621836735418e-18	1	2	1.0	0.5	0.5	0.3333333333333333	0.6610621283575969	0.5396584743057772	3	1	5.620498198074522e-18	0.4804597701149425	False	False	False	1.0	0.5396584743057772	dentate_biased
ZNF721	ZNF721	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	2.7371514885327793e-10	1	2	1.0	0.5	0.5	0.3333333333333333	0.6624816907302783	0.08961059687200766	3	1	3.582909824156668e-10	0.4804597701149425	False	False	False	1.0	0.08961059687200766	dentate_biased
ZNF804A	ZNF804A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	1.873987827642204e-15	1	2	1.0	0.5	0.5	0.3333333333333333	0.8075916230366492	0.1051707628471114	3	1	3.788145012260895e-15	0.4804597701149425	False	False	False	1.0	0.1051707628471114	dentate_biased
ZNF827	ZNF827	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	1.1095584632352005e-23	1	2	1.0	0.5	0.5	0.3333333333333333	0.5753040224508886	0.13776731567188	3	1	1.2154708619985605e-22	0.4804597701149425	False	False	False	1.0	0.13776731567188	dentate_biased
ZNF91	ZNF91	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	1.873987827642204e-15	1	2	1.0	0.5	0.5	0.3333333333333333	0.7313922493336067	0.26089211618257263	3	1	3.788145012260895e-15	0.4804597701149425	False	False	False	1.0	0.26089211618257263	dentate_biased
DLX1	DLX1	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	72	88	1.0	0.5	0.5	1.053217838265973e-08	3	6	1.0	0.5833333333333333	0.41666666666666674	0.297310333164887	0.00978000274600509	0.0005585700606447494	2	0	1.2614188245162316e-08	0.45323019424844185	True	False	False	0.9166666666666667	0.0005585700606447494	dentate_biased
ATF7IP2	ATF7IP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	71	87	1.0	0.5	0.5	3.4775695098974784e-13	6	12	1.0	0.6666666666666666	0.33333333333333337	0.12700887922326776	0.5435005117707267	0.004236525178408734	3	0	5.603899158222608e-13	0.23428822380991143	True	False	False	0.8333333333333334	0.004236525178408734	dentate_biased
CNIH3	CNIH3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3174243594451417e-17	6	12	1.0	0.6666666666666666	0.33333333333333337	0.12700887922326776	0.6383442265795207	0.02504439510973932	7	1	6.182648752320433e-17	0.23428822380991143	True	False	False	0.8333333333333334	0.02504439510973932	dentate_biased
PCDH15	PCDH15	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.22107375729867e-14	6	12	1.0	0.6666666666666666	0.33333333333333337	0.12700887922326776	0.8075722092115535	0.0990677947254428	7	2	1.386587012409084e-13	0.23428822380991143	True	False	False	0.8333333333333334	0.0990677947254428	dentate_biased
FTL	FTL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.6666666666666666	0.33333333333333337	3.1912496557582086e-12	1	2	1.0	0.5	0.5	0.3333333333333333	0.5172004744958482	0.9306575167571018	3	1	4.728019469494231e-12	0.4804597701149425	False	False	False	0.8333333333333334	0.5172004744958482	dentate_biased
ZNF536	ZNF536	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.6666666666666666	0.33333333333333337	1.538695880032248e-08	1	2	1.0	0.5	0.5	0.3333333333333333	0.6941066417212348	0.23140759655282478	3	1	1.8257283171717425e-08	0.4804597701149425	False	False	False	0.8333333333333334	0.23140759655282478	dentate_biased
ANKRD36	ANKRD36	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	71	87	1.0	0.5	0.5	4.8571109063755295e-11	4	8	0.8333333333333333	0.5	0.33333333333333326	0.08908969736017236	0.7553191489361702	0.013197633377240541	3	1	6.592661799704959e-11	0.22406434113448884	True	False	False	0.8333333333333333	0.013197633377240541	dentate_biased
AFDN	AFDN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	3.8485550589444834e-14	2	4	0.8333333333333333	0.5	0.33333333333333326	0.23386287393498356	0.7337002540220152	0.790986001261579	3	1	6.764599613331106e-14	0.4295021146960595	False	False	False	0.8333333333333333	0.7337002540220152	dentate_biased
OGA	OGA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	3.5046158941571256e-16	2	4	0.8333333333333333	0.5	0.33333333333333326	0.23386287393498356	0.7774086378737541	0.6032242335860325	3	1	7.670546795587089e-16	0.4295021146960595	False	False	False	0.8333333333333333	0.6032242335860325	dentate_biased
PRKN	PRKN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	2.8058265988751974e-19	2	4	0.8333333333333333	0.5	0.33333333333333326	0.23386287393498356	0.8840336134453781	0.7229914917362347	3	1	1.0367696580852306e-18	0.4295021146960595	False	False	False	0.8333333333333333	0.7229914917362347	dentate_biased
TUT4	TUT4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	1.4534501180975184e-23	2	4	0.8333333333333333	0.5	0.33333333333333326	0.23386287393498356	0.7065063649222065	0.7501682614036862	3	1	1.488625031185167e-22	0.4295021146960595	False	False	False	0.8333333333333333	0.7065063649222065	dentate_biased
ABCA5	ABCA5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3639523973529882e-14	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6076158940397351	0.06780990179703067	7	3	2.5177980849860692e-14	0.44652159914500644	True	False	False	0.6666666666666666	0.06780990179703067	dentate_biased
ABCC5	ABCC5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5785953177257525	0.17535814690033436	7	3	1.0380442664574929e-12	0.44652159914500644	True	False	False	0.6666666666666666	0.17535814690033436	dentate_biased
ABHD2	ABHD2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.035474429813785e-13	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.2926959764730425	0.6536544850498339	0.18282153154568587	6	3	1.3978562081502212e-12	0.44652159914500644	True	False	False	0.6666666666666666	0.18282153154568587	dentate_biased
ABI2	ABI2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0808023355515028e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7897310513447433	0.3879532565019136	7	3	4.365475355328137e-19	0.44652159914500644	True	False	False	0.6666666666666666	0.3879532565019136	dentate_biased
ABL2	ABL2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.832665015643997e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.617399438727783	0.09441123710812328	7	3	1.2887000364288546e-14	0.44652159914500644	True	False	False	0.6666666666666666	0.09441123710812328	dentate_biased
ACACA	ACACA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7417869847248378	0.21439073621133098	7	3	5.822873192520911e-16	0.44652159914500644	True	False	False	0.6666666666666666	0.21439073621133098	dentate_biased
ACSL3	ACSL3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.231418035829584e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5628571428571428	0.2596236484800367	7	3	1.3627233466302665e-14	0.23428822380991143	True	False	False	0.6666666666666666	0.2596236484800367	dentate_biased
ACSL4	ACSL4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1602874380425446e-09	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5249169435215947	0.09177851578068918	7	2	1.4682983973828935e-09	0.44652159914500644	True	False	False	0.6666666666666666	0.09177851578068918	dentate_biased
ACTR2	ACTR2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.5371640063251686e-12	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5194805194805194	0.42597550322706335	7	3	2.3348100348174305e-12	0.23428822380991143	True	False	False	0.6666666666666666	0.42597550322706335	dentate_biased
ACVR1C	ACVR1C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.726949975834051e-24	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.5354951796669588	0.0027934229408489953	7	0	5.695974720880031e-23	0.23428822380991143	True	False	False	0.6666666666666666	0.0027934229408489953	dentate_biased
ACVR2A	ACVR2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4533394718721954e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5325509573810995	0.10727373360623689	7	3	3.975149198601251e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.10727373360623689	dentate_biased
ADAM10	ADAM10	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.916852068383375e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7045454545454546	0.3245144300583742	7	3	1.230063683543661e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.3245144300583742	dentate_biased
ADAM22	ADAM22	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.1809350517676156e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.829072872949256	0.10558951792345314	7	3	9.80035245352835e-18	0.44652159914500644	True	False	False	0.6666666666666666	0.10558951792345314	dentate_biased
ADAM23	ADAM23	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.550672817150389e-11	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6986301369863014	0.08372281508218653	7	3	6.184467005262653e-11	0.44652159914500644	True	False	False	0.6666666666666666	0.08372281508218653	dentate_biased
ADCY9	ADCY9	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2786095703346011e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.675263774912075	0.02238959073963065	6	1	3.0243229640738825e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.02238959073963065	dentate_biased
AEBP2	AEBP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.273920343380974e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.8064784053156147	0.19978356782378542	7	2	8.404472551943185e-15	0.44652159914500644	True	False	False	0.6666666666666666	0.19978356782378542	dentate_biased
AFF3	AFF3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.1524338285766923e-09	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.8396464646464646	0.16698383741847575	7	3	2.6754320768956134e-09	0.23428822380991143	True	False	False	0.6666666666666666	0.16698383741847575	dentate_biased
AFF4	AFF4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.664462203773281e-20	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7186795160959606	0.3218497179494354	7	3	7.987209115009394e-20	0.44652159914500644	True	False	False	0.6666666666666666	0.3218497179494354	dentate_biased
AGFG1	AGFG1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.821315462779944e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6638297872340425	0.2668006077838649	7	2	1.86485704081576e-15	0.23428822380991143	True	False	False	0.6666666666666666	0.2668006077838649	dentate_biased
AHCYL2	AHCYL2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.090801304924341e-26	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7749120750293084	0.1875898399543874	7	2	2.463473632244415e-25	0.44652159914500644	True	False	False	0.6666666666666666	0.1875898399543874	dentate_biased
AKAP6	AKAP6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.019584476453557e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.923785594639866	0.2630285680952631	7	3	2.4517502543545066e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.2630285680952631	dentate_biased
AMBRA1	AMBRA1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.273920343380974e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5954022988505747	0.11314017389371689	7	2	8.404472551943185e-15	0.23428822380991143	True	False	False	0.6666666666666666	0.11314017389371689	dentate_biased
ANKRD12	ANKRD12	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1463558475612274e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7866242038216561	0.48450278526166096	7	3	3.903368655196707e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.48450278526166096	dentate_biased
