dataset	sample	group	region	platform	species	analysis_class	n_cells_or_spots	n_high_confidence	n_medium_confidence	n_reference_confidence	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	identity_contrast_mean	identity_contrast_median	identity_contrast_q25	identity_contrast_q75	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id
GSE214905	patch_RNA_QC_counts	all	dentate_gyrus	patch_seq	mouse	dentate_low_support	56	0	0	0	2.33208	2.48533	1.48121	3.13433	0.165468	0	0	0.354892	2.16661	2.16671	1.34008	2.90519	3.33539	3.39051	2.52772	4.15476	3.27366	3.168	2.28033	3.97367	1.70109	1.77797	0.790355	2.6226	2.77005	2.71277	2.0252	3.43623	0.324248	0.310526	0.165789	0.455263	0.466353	0.268421	0.268421	0.710526	0.355827	0.310526	0.165789	0.489474	0.365601	0.321052	0.155263	0.507895	GSE214905|patch_RNA_QC_counts|all|dentate_low_support
GSE214905	patch_RNA_QC_counts	all	dentate_gyrus	patch_seq	mouse	other_or_ambiguous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46473	2.46473	2.46473	2.46473	2.52755	2.52755	2.52755	2.52755	1.43004	1.43004	1.43004	1.43004	2.14077	2.14077	2.14077	2.14077	0.0105263	0.0105263	0.0105263	0.0105263	0.268421	0.268421	0.268421	0.268421	0.147368	0.147368	0.147368	0.147368	0.2	0.2	0.2	0.2	GSE214905|patch_RNA_QC_counts|all|other_or_ambiguous
GSE242688	WT_ZT12_rep1	all	cerebellum_spatial	visium_spatial	mouse	cerebellar_candidate	249	108	141	0	0.327561	0.274653	0.22397	0.397257	0.466353	0.409074	0.325774	0.514815	-0.138792	-0.101804	-0.17864	-0.040722	1.25016	1.21394	1.12572	1.35086	1.62879	1.62875	1.47028	1.80415	0.24905	0.238901	0.16566	0.331321	1.04267	1.02473	0.939923	1.13124	0.362533	0.31544	0.235081	0.466214	0.819943	0.84228	0.708083	0.941901	0.597662	0.586359	0.48658	0.710136	0.573442	0.562046	0.456899	0.693401	GSE242688|WT_ZT12_rep1|all|cerebellar_candidate
GSE242688	WT_ZT12_rep1	all	cerebellum_spatial	visium_spatial	mouse	cerebellum_warning	935	0	0	0	0.874206	0.830474	0.70787	0.992461	0.347419	0.335353	0.252054	0.437445	0.526786	0.507053	0.3749	0.644761	1.58516	1.58782	1.31892	1.84474	1.93213	1.93791	1.73016	2.15859	0.413062	0.39671	0.30429	0.51616	1.31012	1.30515	1.12939	1.49181	0.850361	0.849542	0.776918	0.924692	0.68747	0.727187	0.53947	0.882459	0.788063	0.833912	0.688822	0.924061	0.788964	0.835491	0.691822	0.924376	GSE242688|WT_ZT12_rep1|all|cerebellum_warning
GSE242688	WT_ZT12_rep1	all	cerebellum_spatial	visium_spatial	mouse	other_or_ambiguous	1983	0	0	0	0.301188	0.310613	0.173287	0.44794	0.175887	0.162887	0.0630134	0.252054	0.125301	0.117959	0.0104	0.232266	0.898241	0.956089	0.706619	1.1631	1.24328	1.35711	1.00779	1.61674	0.17146	0.153506	0.0732408	0.25808	0.770994	0.828893	0.614575	1.00179	0.352316	0.350332	0.177929	0.532365	0.371684	0.323177	0.134986	0.53947	0.352165	0.31923	0.156615	0.524787	0.354782	0.323019	0.156773	0.529365	GSE242688|WT_ZT12_rep1|all|other_or_ambiguous
GSE242688	WT_ZT12_rep2	all	cerebellum_spatial	visium_spatial	mouse	cerebellar_candidate	54	9	45	0	0.245012	0.22397	0.185958	0.310613	0.332667	0.325774	0.276483	0.386111	-0.0876549	-0.063272	-0.152262	-0.0186117	1.32536	1.31736	1.25045	1.38842	1.75913	1.77168	1.64366	1.85483	0.262611	0.245925	0.202754	0.329358	1.1157	1.10353	1.06317	1.17097	0.130335	0.0959337	0.0707659	0.180221	0.853888	0.886893	0.784396	0.955487	0.546512	0.539676	0.453119	0.630872	0.491607	0.475326	0.407422	0.578464	GSE242688|WT_ZT12_rep2|all|cerebellar_candidate
GSE242688	WT_ZT12_rep2	all	cerebellum_spatial	visium_spatial	mouse	cerebellum_warning	772	0	0	0	0.875043	0.841675	0.750098	0.951601	0.227897	0.225901	0.162887	0.288914	0.647146	0.627356	0.529699	0.738393	1.54429	1.53428	1.36237	1.72412	2.02223	2.02568	1.8602	2.20848	0.402966	0.39671	0.30429	0.496981	1.32316	1.32659	1.20027	1.45023	0.847809	0.848796	0.771762	0.923016	0.593198	0.633044	0.405053	0.810304	0.73475	0.780695	0.605014	0.903771	0.743315	0.791749	0.627023	0.910877	GSE242688|WT_ZT12_rep2|all|cerebellum_warning
GSE242688	WT_ZT12_rep2	all	cerebellum_spatial	visium_spatial	mouse	other_or_ambiguous	1707	0	0	0	0.423887	0.44794	0.310613	0.553852	0.17391	0.162887	0.0998738	0.239914	0.249977	0.248192	0.135395	0.370204	1.16978	1.18157	0.987653	1.3543	1.62037	1.6574	1.41904	1.87031	0.249086	0.238901	0.146482	0.331321	1.01308	1.03782	0.870667	1.17802	0.354689	0.366364	0.180221	0.529214	0.446948	0.405053	0.190683	0.678642	0.392654	0.361232	0.170648	0.590604	0.390518	0.363995	0.171141	0.589222	GSE242688|WT_ZT12_rep2|all|other_or_ambiguous
GSE292261	SS2_filtered_counts	DG_P10	dentate_gyrus	Smart_seq2	mouse	dentate_candidate	53	39	14	0	2.69949	2.65814	2.42196	2.88666	0.104606	0	0	0.209326	2.59488	2.62393	2.38498	2.82892	3.50079	3.49914	3.25741	3.72637	3.7286	3.71994	3.21753	4.04341	2.06731	2.07549	1.78638	2.33355	3.0989	3.09705	2.8559	3.27762	0.775772	0.785855	0.656189	0.880157	0.571969	0.374263	0.374263	0.817289	0.679746	0.695481	0.545187	0.815324	0.688401	0.699411	0.591356	0.776031	GSE292261|SS2_filtered_counts|DG_P10|dentate_candidate
GSE292261	SS2_filtered_counts	DG_P10	dentate_gyrus	Smart_seq2	mouse	dentate_low_support	38	0	0	0	2.09118	2.04502	1.82971	2.23164	0.0755601	0	0	0.110274	2.01562	2.02588	1.70864	2.19253	3.14801	3.15035	2.82249	3.43239	3.34656	3.3261	2.73452	3.82286	1.85073	1.87071	1.57238	2.16664	2.78177	2.76839	2.54711	3.10021	0.482163	0.44106	0.357564	0.537819	0.525876	0.374263	0.374263	0.783399	0.500543	0.468566	0.312623	0.654715	0.552166	0.533399	0.418467	0.701866	GSE292261|SS2_filtered_counts|DG_P10|dentate_low_support
GSE292261	SS2_filtered_counts	DG_P15	dentate_gyrus	Smart_seq2	mouse	dentate_candidate	49	7	42	0	2.7078	2.65321	2.46014	2.96245	0.109921	0	0	0.246186	2.59788	2.56143	2.33299	2.83797	3.3701	3.31289	3.14799	3.52277	2.88278	2.87913	2.71046	3.07548	1.7067	1.7311	1.45104	2.02173	2.65319	2.67777	2.48171	2.7807	0.77964	0.779961	0.683694	0.907662	0.581392	0.374263	0.374263	0.841847	0.604226	0.579568	0.465619	0.711198	0.482619	0.473477	0.400786	0.54224	GSE292261|SS2_filtered_counts|DG_P15|dentate_candidate
GSE292261	SS2_filtered_counts	DG_P15	dentate_gyrus	Smart_seq2	mouse	dentate_low_support	44	0	0	0	2.10439	2.08638	1.90714	2.22768	0.123133	0	0	0.245626	1.98126	2.04057	1.73354	2.19427	3.08043	2.90342	2.76392	3.46973	2.89362	2.95441	2.51274	3.19826	1.57371	1.61877	1.31774	1.83217	2.51592	2.48335	2.30687	2.78191	0.48022	0.462672	0.379174	0.53389	0.587828	0.374263	0.374263	0.8389	0.468834	0.35167	0.282416	0.676326	0.437355	0.400786	0.34332	0.544204	GSE292261|SS2_filtered_counts|DG_P15|dentate_low_support
GSE292261	SS2_filtered_counts	DG_P28	dentate_gyrus	Smart_seq2	mouse	dentate_candidate	7	0	7	0	2.40575	2.30308	2.28482	2.47398	0.0793409	0	0	0.131381	2.32641	2.30308	2.1397	2.47398	3.17187	3.25821	2.97619	3.34534	2.30564	2.09956	1.95453	2.64716	0.765015	0.778118	0.528552	0.983318	2.08084	2.254	1.88367	2.28923	0.637384	0.585462	0.569744	0.680746	0.514173	0.374263	0.374263	0.613949	0.499298	0.548134	0.380157	0.601179	0.285714	0.324165	0.244598	0.333989	GSE292261|SS2_filtered_counts|DG_P28|dentate_candidate
GSE292261	SS2_filtered_counts	DG_P28	dentate_gyrus	Smart_seq2	mouse	dentate_low_support	144	0	0	0	1.25827	1.22748	0.77278	1.63688	0.0694086	0	0	0	1.18886	1.19894	0.727321	1.54971	2.36302	2.36921	2.07953	2.6936	1.69477	1.69388	1.33541	2.10939	0.657576	0.587509	0.418574	0.842692	1.57179	1.5821	1.34473	1.81787	0.219268	0.169941	0.0859528	0.292731	0.476861	0.374263	0.374263	0.374263	0.195672	0.158154	0.0780943	0.259823	0.153528	0.150294	0.0736739	0.226424	GSE292261|SS2_filtered_counts|DG_P28|dentate_low_support
GSE292261	SS2_filtered_counts	DG_P28	dentate_gyrus	Smart_seq2	mouse	other_or_ambiguous	4	0	0	0	0.0433217	0	0	0.0433217	0.120416	0	0	0.120416	-0.0770945	0	-0.0770945	0	2.40463	2.23966	1.96325	2.68105	1.28156	1.23611	1.19415	1.32352	0.776402	0.825414	0.613912	0.987903	1.48753	1.41618	1.35489	1.54883	0.00638508	0.00392927	0.00392927	0.00638508	0.526768	0.374263	0.374263	0.526768	0.210707	0.131631	0.0569744	0.285364	0.119843	0.0952848	0.077112	0.138016	GSE292261|SS2_filtered_counts|DG_P28|other_or_ambiguous
GSE292261	SS2_filtered_counts	DG_P5	dentate_gyrus	Smart_seq2	mouse	dentate_candidate	49	49	0	0	2.82798	2.79771	2.54837	2.97381	0.0353837	0	0	0	2.7926	2.78031	2.4808	2.97171	3.73471	3.76332	3.42729	3.95168	5.06036	5.14747	4.91515	5.30158	2.0397	2.06403	1.75377	2.27956	3.61159	3.62568	3.47375	3.81181	0.818412	0.842829	0.719057	0.915521	0.451225	0.374263	0.374263	0.374263	0.787298	0.836935	0.652259	0.917485	0.889098	0.895874	0.848723	0.950884	GSE292261|SS2_filtered_counts|DG_P5|dentate_candidate
GSE292261	SS2_filtered_counts	DG_P5	dentate_gyrus	Smart_seq2	mouse	dentate_low_support	45	0	0	0	1.81191	1.85893	1.63813	2.09281	0.00890245	0	0	0	1.803	1.8213	1.63813	2.0735	3.52404	3.56432	3.18858	3.8066	5.14167	5.19817	4.87116	5.42982	1.8602	1.91269	1.57077	2.27983	3.50864	3.55348	3.34384	3.75229	0.373172	0.367387	0.292731	0.469548	0.394957	0.374263	0.374263	0.374263	0.680987	0.734774	0.495088	0.858546	0.850906	0.882122	0.797642	0.943026	GSE292261|SS2_filtered_counts|DG_P5|dentate_low_support
GSE292261	SS2_filtered_counts	DG_P7	dentate_gyrus	Smart_seq2	mouse	dentate_candidate	38	24	14	0	2.59526	2.4989	2.37573	2.74106	0.0587513	0	0	0	2.5365	2.48613	2.3661	2.69641	3.66029	3.57742	3.27971	4.02164	3.96957	3.99838	3.69309	4.43084	1.50016	1.41392	1.13404	1.90573	3.04334	3.02033	2.80289	3.26791	0.72645	0.692535	0.625737	0.811886	0.472624	0.374263	0.374263	0.374263	0.738548	0.746562	0.557957	0.93222	0.661514	0.674853	0.552554	0.770629	GSE292261|SS2_filtered_counts|DG_P7|dentate_candidate
GSE292261	SS2_filtered_counts	DG_P7	dentate_gyrus	Smart_seq2	mouse	dentate_low_support	38	0	0	0	1.92261	1.8875	1.59739	2.18745	0.0533801	0	0	0	1.86923	1.87956	1.54204	2.18533	3.21957	3.12411	2.81142	3.62277	4.05193	4.17671	3.44877	4.52492	1.48701	1.48767	1.14864	1.81445	2.91951	2.89736	2.67485	3.11651	0.412315	0.373281	0.277505	0.512279	0.477174	0.374263	0.374263	0.374263	0.524093	0.452848	0.303536	0.77554	0.606814	0.611984	0.470039	0.708742	GSE292261|SS2_filtered_counts|DG_P7|dentate_low_support
GSE312658	Ctrl	all	cerebellum	10x	mouse	cerebellar_candidate	1829	1118	711	0	0.0535895	0	0	0.0866434	0.310901	0.288914	0.225901	0.372213	-0.257312	-0.24871	-0.325774	-0.18904	0.66876	0.643924	0.500789	0.798916	0.636115	0.621227	0.414151	0.814827	0.47291	0.411586	0.292135	0.595375	0.592595	0.552249	0.42348	0.70593	0.48901	0.282067	0.282067	0.688491	0.790022	0.789479	0.664093	0.905909	0.709354	0.724521	0.553428	0.877291	0.660111	0.665431	0.508544	0.814083	GSE312658|Ctrl|all|cerebellar_candidate
GSE312658	Ctrl	all	cerebellum	10x	mouse	cerebellum_warning	596	0	0	0	0.244794	0.22397	0.173287	0.299737	0.0948039	0.0630134	0.0630134	0.126027	0.14999	0.126638	0.0734132	0.21164	0.50891	0.500789	0.325084	0.677911	0.631888	0.621227	0.346574	0.862414	0.715308	0.640251	0.319166	1.02552	0.618702	0.604924	0.352527	0.84289	0.918787	0.928145	0.881511	0.965308	0.333282	0.247375	0.247375	0.437616	0.548896	0.553428	0.343602	0.763331	0.645556	0.718139	0.404004	0.898548	GSE312658|Ctrl|all|cerebellum_warning
GSE312658	Ctrl	all	cerebellum	10x	mouse	other_or_ambiguous	2432	0	0	0	0.0270846	0	0	0.0866434	0.0906577	0.0630134	0	0.126027	-0.0635732	-0.0630134	-0.126027	0	0.30426	0.244466	0.106638	0.457742	0.350338	0.264838	0.167293	0.471913	0.295519	0.184839	0.0924196	0.378211	0.316706	0.239201	0.127955	0.429195	0.40584	0.282067	0.282067	0.688491	0.32295	0.247375	0.0820465	0.437616	0.330777	0.269302	0.110871	0.490529	0.344122	0.267758	0.129066	0.515081	GSE312658|Ctrl|all|other_or_ambiguous
GSE312658	cKO	all	cerebellum	10x	mouse	cerebellar_candidate	2329	1157	1172	0	0.057448	0	0	0.0866434	0.286952	0.272339	0.209326	0.351927	-0.229504	-0.225901	-0.302928	-0.151587	0.615666	0.590605	0.474907	0.730123	0.59876	0.57631	0.432746	0.736751	0.458041	0.398761	0.277259	0.558896	0.557489	0.522573	0.42259	0.657502	0.439665	0.233732	0.233732	0.592211	0.804099	0.816153	0.713288	0.914051	0.704023	0.721278	0.536352	0.878347	0.606567	0.598186	0.461993	0.751656	GSE312658|cKO|all|cerebellar_candidate
GSE312658	cKO	all	cerebellum	10x	mouse	cerebellum_warning	1494	0	0	0	0.251034	0.22397	0.173287	0.310613	0.0730215	0.0630134	0	0.126027	0.178013	0.161376	0.0776997	0.2476	0.474032	0.495088	0.304668	0.623537	0.631759	0.625725	0.365169	0.846898	0.73815	0.737855	0.3505	1.04577	0.614647	0.637468	0.352887	0.832396	0.873721	0.875684	0.808091	0.944788	0.333309	0.312122	0.111575	0.513461	0.540344	0.567593	0.310916	0.764001	0.631331	0.732076	0.365282	0.883782	GSE312658|cKO|all|cerebellum_warning
GSE312658	cKO	all	cerebellum	10x	mouse	other_or_ambiguous	3123	0	0	0	0.032847	0	0	0.0866434	0.0803834	0.0630134	0	0.126027	-0.0475364	-0.0393836	-0.0998738	0	0.299347	0.266595	0.137828	0.443717	0.401614	0.3226	0.178194	0.545396	0.380749	0.25808	0.138629	0.46995	0.36057	0.288623	0.162276	0.483265	0.366373	0.233732	0.233732	0.592211	0.353119	0.312122	0.111575	0.513461	0.328708	0.26994	0.131802	0.489706	0.35786	0.276274	0.125756	0.548589	GSE312658|cKO|all|other_or_ambiguous
GSE95752	C1_all_cells	DC12	dentate_gyrus	C1	mouse	dentate_candidate	15	5	10	0	0.602111	0.539686	0.491262	0.684557	0.00420089	0	0	0	0.59791	0.539686	0.491262	0.65305	0.64687	0.649088	0.512135	0.695988	0.638941	0.622756	0.533409	0.686694	0.326441	0.298489	0.230524	0.41106	0.537417	0.494023	0.425493	0.629414	0.748097	0.713851	0.665328	0.835649	0.414097	0.384064	0.384064	0.384064	0.550369	0.558836	0.411528	0.606383	0.500593	0.463743	0.383413	0.610942	GSE95752|C1_all_cells|DC12|dentate_candidate
GSE95752	C1_all_cells	DC12	dentate_gyrus	C1	mouse	dentate_low_support	17	0	0	0	0.24534	0.22397	0.137327	0.374467	0.0132883	0	0	0	0.232052	0.22397	0.0866434	0.374467	0.617319	0.435612	0.362961	0.692846	0.758927	0.524297	0.390178	0.643888	0.391011	0.25808	0.21187	0.365376	0.589085	0.390253	0.341561	0.554752	0.429427	0.414677	0.331741	0.549501	0.468685	0.384064	0.384064	0.384064	0.500294	0.354755	0.312853	0.601824	0.479145	0.344768	0.304386	0.528875	GSE95752|C1_all_cells|DC12|dentate_low_support
GSE95752	C1_all_cells	DC12	dentate_gyrus	C1	mouse	other_or_ambiguous	8	0	0	0	0	0	0	0	0.0407218	0	0	0.0722285	-0.0407218	0	-0.0722285	0	0.356997	0.053319	0.0399892	0.388466	0.581675	0.195089	0.109532	0.665219	0.264154	0.119451	0.0346574	0.31927	0.400942	0.102711	0.0625378	0.467775	0.112896	0.112896	0.112896	0.112896	0.581334	0.384064	0.384064	0.856329	0.308131	0.09835	0.0819583	0.364796	0.298632	0.0856491	0.0346287	0.390469	GSE95752|C1_all_cells|DC12|other_or_ambiguous
GSE95752	C1_all_cells	DG03	dentate_gyrus	C1	mouse	dentate_candidate	20	14	6	0	0.587453	0.518876	0.44794	0.78327	0.0257407	0	0	0.0630134	0.561713	0.518876	0.397257	0.780188	0.915532	0.920372	0.731605	1.09898	0.810819	0.786917	0.678402	0.994635	0.51981	0.524286	0.381194	0.663333	0.74872	0.773544	0.597293	0.896109	0.737104	0.691055	0.622666	0.907023	0.550445	0.384064	0.384064	0.834564	0.759325	0.811767	0.639383	0.912071	0.687386	0.732522	0.575228	0.816001	GSE95752|C1_all_cells|DG03|dentate_candidate
GSE95752	C1_all_cells	DG03	dentate_gyrus	C1	mouse	dentate_low_support	11	0	0	0	0.212078	0.22397	0.173287	0.22397	0.0238873	0	0	0	0.188191	0.173287	0.148692	0.22397	0.489421	0.469942	0.25553	0.538903	0.47121	0.44794	0.24238	0.595562	0.304809	0.268357	0.17525	0.412893	0.421813	0.407698	0.262389	0.507668	0.401315	0.414677	0.367347	0.414677	0.486579	0.384064	0.384064	0.384064	0.420538	0.380156	0.264872	0.43693	0.39036	0.364742	0.245333	0.473079	GSE95752|C1_all_cells|DG03|dentate_low_support
GSE95752	C1_all_cells	DG03	dentate_gyrus	C1	mouse	other_or_ambiguous	8	0	0	0	0.0171659	0	0	0	0.0453294	0	0	0.0407218	-0.0281635	0	-0.00639	0	0.166121	0.148892	0.137828	0.167755	0.283881	0.219062	0.167293	0.400468	0.0889467	0.0924196	0.0346574	0.126209	0.17965	0.157309	0.122531	0.229949	0.140252	0.112896	0.112896	0.112896	0.53319	0.384064	0.384064	0.531589	0.213526	0.206687	0.19822	0.220419	0.171298	0.161529	0.111377	0.224056	GSE95752|C1_all_cells|DG03|other_or_ambiguous
GSE95752	C1_all_cells	DG04	dentate_gyrus	C1	mouse	dentate_candidate	39	25	14	0	0.661996	0.676456	0.547753	0.782134	0.0132004	0	0	0	0.648795	0.64912	0.547753	0.747818	0.831673	0.811986	0.74208	0.910619	0.819157	0.782073	0.65578	0.927296	0.454095	0.450772	0.336985	0.554142	0.701642	0.691711	0.57399	0.771865	0.799008	0.828485	0.716023	0.905992	0.469388	0.384064	0.384064	0.384064	0.716234	0.717325	0.650238	0.80406	0.655266	0.663048	0.552758	0.731654	GSE95752|C1_all_cells|DG04|dentate_candidate
GSE95752	C1_all_cells	DG04	dentate_gyrus	C1	mouse	dentate_low_support	14	0	0	0	0.23913	0.198628	0.137327	0.297942	0.00450096	0	0	0	0.234629	0.167122	0.137327	0.297942	0.547537	0.556762	0.438901	0.649092	0.631456	0.55096	0.382322	0.984849	0.278332	0.234975	0.21187	0.33572	0.485775	0.442454	0.373872	0.667669	0.424214	0.391012	0.331741	0.481491	0.416243	0.384064	0.384064	0.384064	0.473994	0.457772	0.357523	0.558728	0.451058	0.399914	0.329027	0.640903	GSE95752|C1_all_cells|DG04|dentate_low_support
GSE95752	C1_all_cells	DG04	dentate_gyrus	C1	mouse	other_or_ambiguous	5	0	0	0	0	0	0	0	0.0492374	0	0	0.0998738	-0.0492374	0	-0.0998738	0	0.120493	0	0	0.053319	0.420306	0.231049	0.207076	0.346574	0.190955	0.184839	0.0924196	0.238901	0.243918	0.130638	0.0988878	0.164104	0.112896	0.112896	0.112896	0.112896	0.607903	0.384064	0.384064	0.921624	0.128789	0.0327833	0.0327833	0.09835	0.228094	0.125923	0.0781589	0.173686	GSE95752|C1_all_cells|DG04|other_or_ambiguous
GSE95752	C1_all_cells	DG05	dentate_gyrus	C1	mouse	dentate_candidate	81	62	19	0	0.688389	0.678668	0.570544	0.790992	0.0156326	0	0	0	0.672757	0.657187	0.553852	0.777822	0.869291	0.875888	0.702207	1.02282	0.894155	0.891117	0.744219	1.03434	0.525788	0.480227	0.365376	0.659266	0.763078	0.777068	0.629997	0.908295	0.817495	0.829787	0.740122	0.910769	0.480575	0.384064	0.384064	0.384064	0.737565	0.777247	0.613765	0.87538	0.702058	0.736431	0.611376	0.824577	GSE95752|C1_all_cells|DG05|dentate_candidate
GSE95752	C1_all_cells	DG05	dentate_gyrus	C1	mouse	dentate_low_support	25	0	0	0	0.254088	0.25993	0.173287	0.338506	0.00903602	0	0	0	0.245052	0.230008	0.173287	0.334244	0.589083	0.571273	0.443717	0.728433	0.635492	0.539491	0.450971	0.818487	0.363497	0.369678	0.299987	0.411586	0.529357	0.510542	0.452998	0.575335	0.438567	0.450065	0.367347	0.514329	0.441606	0.384064	0.384064	0.384064	0.500825	0.474815	0.359531	0.637647	0.487816	0.483283	0.409466	0.552323	GSE95752|C1_all_cells|DG05|dentate_low_support
GSE95752	C1_all_cells	DG05	dentate_gyrus	C1	mouse	other_or_ambiguous	20	0	0	0	0.00433217	0	0	0	0.0722285	0.0630134	0	0.0998738	-0.0678964	-0.0630134	-0.0998738	0	0.182996	0.0955733	0.053319	0.169017	0.315586	0.245254	0.167293	0.358584	0.102017	0.0828302	0.0462098	0.119451	0.2002	0.134403	0.106643	0.186257	0.120777	0.112896	0.112896	0.112896	0.717846	0.834564	0.384064	0.921624	0.197449	0.15469	0.09835	0.22449	0.176411	0.130265	0.0916196	0.191706	GSE95752|C1_all_cells|DG05|other_or_ambiguous
GSE95752	C1_all_cells	DG06	dentate_gyrus	C1	mouse	dentate_candidate	20	12	8	0	0.609935	0.628201	0.478202	0.701403	0.00814436	0	0	0	0.601791	0.587787	0.478202	0.701403	0.780019	0.777461	0.587311	0.939645	0.774232	0.790651	0.644114	0.900512	0.466074	0.463873	0.387564	0.55098	0.673441	0.689787	0.577484	0.796048	0.761832	0.789731	0.653115	0.846993	0.433467	0.384064	0.384064	0.384064	0.664839	0.684542	0.494518	0.824305	0.635454	0.661528	0.553517	0.750325	GSE95752|C1_all_cells|DG06|dentate_candidate
GSE95752	C1_all_cells	DG06	dentate_gyrus	C1	mouse	dentate_low_support	15	0	0	0	0.240857	0.310613	0.111985	0.346574	0.0168036	0	0	0.0315067	0.224053	0.310613	0.0866434	0.338228	0.539242	0.57658	0.413798	0.653212	0.742276	0.613976	0.574277	0.781846	0.359158	0.360776	0.301389	0.454896	0.546892	0.503532	0.461282	0.624966	0.423173	0.491967	0.301129	0.523882	0.504197	0.384064	0.384064	0.609314	0.469156	0.481112	0.339992	0.561116	0.504328	0.475033	0.422058	0.605514	GSE95752|C1_all_cells|DG06|dentate_low_support
GSE95752	C1_all_cells	DG06	dentate_gyrus	C1	mouse	other_or_ambiguous	7	0	0	0	0.0123776	0	0	0	0.156092	0.126027	0.0945202	0.212824	-0.143714	-0.126027	-0.212824	-0.0945202	0.173909	0.177122	0.0955735	0.260061	0.330234	0.264838	0.22397	0.424964	0.13466	0.107296	0.0597253	0.198354	0.212935	0.243732	0.127718	0.299448	0.135413	0.112896	0.112896	0.112896	0.872061	0.952453	0.893509	0.990448	0.197972	0.227529	0.148285	0.266284	0.194157	0.231437	0.120061	0.273774	GSE95752|C1_all_cells|DG06|other_or_ambiguous
GSE95752	C1_all_cells	DG07	dentate_gyrus	C1	mouse	dentate_candidate	62	45	17	0	0.606554	0.56651	0.498623	0.724313	0.013807	0	0	0	0.592748	0.565106	0.467419	0.711697	0.841784	0.851893	0.71821	0.976894	0.894203	0.847476	0.750844	1.01682	0.5216	0.510148	0.388215	0.659008	0.752529	0.773074	0.60582	0.874594	0.760376	0.736431	0.67195	0.870224	0.479928	0.384064	0.384064	0.384064	0.724595	0.757056	0.62918	0.850955	0.695079	0.732306	0.586409	0.801454	GSE95752|C1_all_cells|DG07|dentate_candidate
GSE95752	C1_all_cells	DG07	dentate_gyrus	C1	mouse	dentate_low_support	37	0	0	0	0.249959	0.25993	0.173287	0.310613	0.0102184	0	0	0	0.239741	0.22397	0.173287	0.310613	0.615545	0.594358	0.464635	0.686971	0.820626	0.731373	0.505702	1.01704	0.371045	0.3505	0.283233	0.483328	0.602405	0.53091	0.477683	0.685403	0.436182	0.450065	0.367347	0.491967	0.457118	0.384064	0.384064	0.384064	0.518519	0.50152	0.371255	0.595528	0.549647	0.507599	0.438993	0.658272	GSE95752|C1_all_cells|DG07|dentate_low_support
GSE95752	C1_all_cells	DG07	dentate_gyrus	C1	mouse	other_or_ambiguous	19	0	0	0	0	0	0	0	0.0891873	0.0998738	0	0.162887	-0.0891873	-0.0998738	-0.162887	0	0.0955828	0.0845086	0.053319	0.130816	0.252595	0.207076	0.1613	0.300327	0.068059	0.0462098	0	0.0828302	0.138746	0.106052	0.0867983	0.160947	0.112896	0.112896	0.112896	0.112896	0.69302	0.921624	0.384064	0.974164	0.137498	0.140686	0.09835	0.193118	0.120301	0.0887972	0.0627442	0.168259	GSE95752|C1_all_cells|DG07|other_or_ambiguous
GSE95752	C1_all_cells	DG08	dentate_gyrus	C1	mouse	dentate_candidate	60	33	27	0	0.608761	0.601486	0.4839	0.70787	0.0174179	0	0	0.0157533	0.591344	0.587539	0.473677	0.68508	0.789329	0.754122	0.622106	0.960745	0.76323	0.726151	0.597813	0.89386	0.447064	0.440243	0.295388	0.58529	0.666541	0.646853	0.555547	0.768422	0.75994	0.764655	0.658706	0.855623	0.500105	0.384064	0.384064	0.496689	0.67551	0.661528	0.52931	0.840534	0.622232	0.6231	0.530612	0.729483	GSE95752|C1_all_cells|DG08|dentate_candidate
GSE95752	C1_all_cells	DG08	dentate_gyrus	C1	mouse	dentate_low_support	41	0	0	0	0.259211	0.25993	0.173287	0.338506	0.00614765	0	0	0	0.253063	0.25993	0.173287	0.338506	0.547679	0.550355	0.404423	0.698829	0.678186	0.572244	0.524912	0.773942	0.268947	0.277259	0.192691	0.331321	0.498271	0.470568	0.403347	0.55615	0.44288	0.450065	0.367347	0.514329	0.428015	0.384064	0.384064	0.384064	0.470394	0.448762	0.335432	0.608554	0.463415	0.429874	0.358663	0.531481	GSE95752|C1_all_cells|DG08|dentate_low_support
