analysis_class	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	background_max_mean	background_max_median	background_max_q25	background_max_q75	broad_class	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	dataset	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	identity_rank_contrast_mean	identity_rank_contrast_median	identity_rank_contrast_q25	identity_rank_contrast_q75	label	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	n_cells_or_spots	platform	region	sample	sample_context	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	source_layer	species	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id	core_branch	core_role	primary_reason	current_use	caveat	eligible_for_primary_stats
human_projected_dentate_candidate	0.7524	0.804928	0.689822	0.895853	0.894066	0.463989	0.30755	1.5037	dentate_candidate	0.0683802	0.0651134	0	0.103047	0.54204	0.595546	0.200095	0.723508	GSE268609	0.482424	0.456361	0.428648	0.502802	0.890209	0.880764	0.844125	0.931775	0.34817	0.289008	0.146241	0.652874	human_dg_like_high_confidence	0.550989	0.555564	0.460914	0.647861	82	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	9	MCI	0.758232	0.76277	0.707003	0.813315	0.521089	0.48705	0.368841	0.631554	gse268609_hippocampus_rna	human	0.687207	0.702863	0.631387	0.74095	0.480128	0.457359	0.32091	0.593099	gse268609_hippocampus_rna|GSE268609|9|human_dg_like_high_confidence|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_immature_neurogenic_candidate	0.833817	0.848925	0.761772	0.931674	0.641116	0.383411	0.289792	0.903062	dentate_candidate	0.0620697	0.0514785	0	0.0996133	0.511493	0.536639	0.200095	0.715572	GSE268609	0.453195	0.435409	0.386854	0.500746	0.850656	0.852811	0.772426	0.92988	0.339163	0.32849	0.124605	0.560328	immature_neurogenic_candidate	0.611458	0.59643	0.513683	0.700448	775	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	9	MCI	0.825611	0.826547	0.761052	0.897933	0.662182	0.676248	0.483418	0.85897	gse268609_hippocampus_rna	human	0.756962	0.756925	0.710524	0.807339	0.643281	0.651927	0.480259	0.816014	gse268609_hippocampus_rna|GSE268609|9|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_other_or_ambiguous	0.329153	0.264171	0.147371	0.416915	1.6664	1.89932	1.14209	2.31855	other_or_ambiguous	0.0815702	0.047048	0	0.147125	0.526029	0.515161	0.200095	0.855812	GSE268609	0.0914759	0	0	0.185825	0.245024	0.0915982	0.0915982	0.398136	-0.281005	-0.108497	-0.64103	-0.108497	hippocampal_neuronal_ambiguous	0.559578	0.560537	0.442609	0.680098	875	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	9	MCI	0.501533	0.444472	0.389692	0.570963	0.207528	0.161402	0.0813329	0.251263	gse268609_hippocampus_rna	human	0.463421	0.441232	0.377109	0.523357	0.187911	0.156349	0.0762792	0.243683	gse268609_hippocampus_rna|GSE268609|9|hippocampal_neuronal_ambiguous|human_other_or_ambiguous	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_dentate_anchor	0.559564	0.560526	0.382514	0.734656	0.426295	0.392055	0.265963	0.60604	dentate_candidate	0.0233675	0	0	0	0.38528	0.283574	0.283574	0.283574	GSE325391	0.206347	0.202632	0	0.323134	0.427897	0.391942	0.0617769	0.735744	0.0426167	0.0155992	-0.221798	0.31374	adult_human_dg_differentiating_anchor	0.460127	0.455819	0.304366	0.609829	1221	single_nucleus_selected_bridge	dentate_gyrus	S1R1	SAD	0.789563	0.802722	0.639638	0.9356	0.38452	0.267562	0.0830579	0.680785	gse325391_adult_dg	human	0.603085	0.603678	0.499152	0.709005	0.248748	0.160124	0.0756198	0.329959	gse325391_adult_dg|GSE325391|S1R1|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.895477	0.906612	0.807229	0.996132	0.239027	0.229254	0.169641	0.293794	dentate_candidate	0.0416109	0.0247959	0	0.070962	0.541695	0.591012	0.283574	0.775981	GSE325391	0.252696	0.249986	0.171407	0.330981	0.527264	0.541116	0.295764	0.754287	-0.0144311	-0.0316632	-0.227118	0.239437	adult_human_dg_mature_anchor	0.55074	0.552198	0.473704	0.628749	3558	single_nucleus_selected_bridge	dentate_gyrus	S1R1	SAD	0.89554	0.895626	0.827984	0.966492	0.545103	0.546384	0.33125	0.764205	gse325391_adult_dg	human	0.780586	0.78849	0.735278	0.834172	0.593278	0.605269	0.399483	0.800568	gse325391_adult_dg|GSE325391|S1R1|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.413381	0.411565	0.318703	0.504535	1.53863	1.53668	1.20448	1.72785	non_dentate_background	0.0221844	0	0	0	0.372468	0.283574	0.283574	0.283574	GSE325391	0.168439	0	0	0.300307	0.361169	0.0617769	0.0617769	0.682851	-0.0112993	-0.221798	-0.221798	0.278616	adult_dg_background_warning	0.39752	0.411143	0.201901	0.515705	61	single_nucleus_selected_bridge	dentate_gyrus	S1R1	SAD	0.625737	0.625443	0.489827	0.773669	0.188934	0.0747934	0.028719	0.214256	gse325391_adult_dg	human	0.478879	0.467656	0.415478	0.576515	0.0966705	0.0559917	0.0332645	0.133264	gse325391_adult_dg|GSE325391|S1R1|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.64664	0.65101	0.489977	0.826868	0.391892	0.325586	0.229413	0.516757	dentate_candidate	0.0345222	0	0	0.0761795	0.376701	0.165904	0.165904	0.737605	GSE325391	0.219843	0.197464	0.136498	0.311895	0.382993	0.260107	0.0980168	0.665523	0.00629186	-0.0450038	-0.152555	0.274218	adult_human_dg_differentiating_anchor	0.527708	0.5408	0.368382	0.670411	183	single_nucleus_selected_bridge	dentate_gyrus	S1R2	SAD	0.836637	0.837881	0.728699	0.96124	0.414696	0.303585	0.0625477	0.789474	gse325391_adult_dg	human	0.670328	0.662112	0.576478	0.785336	0.248623	0.0831426	0.0354691	0.43402	gse325391_adult_dg|GSE325391|S1R2|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.920897	0.923826	0.848358	0.996902	0.276181	0.268597	0.222838	0.310549	dentate_candidate	0.0506041	0.040067	0	0.0790813	0.520761	0.527079	0.165904	0.752479	GSE325391	0.277232	0.270516	0.208105	0.344863	0.5191	0.519451	0.287185	0.759344	-0.00166092	-0.00953471	-0.265065	0.259344	adult_human_dg_mature_anchor	0.602298	0.600754	0.537225	0.66384	1127	single_nucleus_selected_bridge	dentate_gyrus	S1R2	SAD	0.890046	0.888668	0.833199	0.945163	0.514173	0.517162	0.281846	0.74714	gse325391_adult_dg	human	0.804414	0.802985	0.764754	0.842228	0.541635	0.543097	0.316934	0.76926	gse325391_adult_dg|GSE325391|S1R2|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.301631	0.301631	0.301631	0.301631	1.22816	1.22816	1.22816	1.22816	non_dentate_background	0	0	0	0	0.165904	0.165904	0.165904	0.165904	GSE325391	0.399977	0.399977	0.399977	0.399977	0.886346	0.886346	0.886346	0.886346	0.720442	0.720442	0.720442	0.720442	adult_dg_background_warning	0.759319	0.759319	0.759319	0.759319	1	single_nucleus_selected_bridge	dentate_gyrus	S1R2	SAD	0.915214	0.915214	0.915214	0.915214	0.637681	0.637681	0.637681	0.637681	gse325391_adult_dg	human	0.658722	0.658722	0.658722	0.658722	0.0793288	0.0793288	0.0793288	0.0793288	gse325391_adult_dg|GSE325391|S1R2|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	False
human_dentate_anchor	0.635972	0.641942	0.446617	0.810652	0.444182	0.394293	0.288685	0.606024	dentate_candidate	0.025537	0	0	0	0.352485	0.229531	0.229531	0.229531	GSE325391	0.230263	0.222063	0	0.351402	0.43905	0.394394	0.0376075	0.774355	0.0865649	0.0582848	-0.191923	0.440189	adult_human_dg_differentiating_anchor	0.510299	0.516687	0.331914	0.6773	595	single_nucleus_selected_bridge	dentate_gyrus	S1R3	SAD	0.860588	0.85496	0.732631	1.00527	0.427787	0.310297	0.0793783	0.812795	gse325391_adult_dg	human	0.668953	0.680853	0.562602	0.780124	0.231733	0.115182	0.0517624	0.310297	gse325391_adult_dg|GSE325391|S1R3|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.997585	1.00506	0.918523	1.08922	0.276772	0.271317	0.216242	0.328406	dentate_candidate	0.0508768	0.0426937	0	0.0854181	0.530289	0.552456	0.229531	0.765959	GSE325391	0.263145	0.258998	0.182953	0.340174	0.513849	0.519706	0.274563	0.747363	-0.0164401	-0.0197058	-0.259714	0.238204	adult_human_dg_mature_anchor	0.589122	0.590933	0.51007	0.670624	2982	single_nucleus_selected_bridge	dentate_gyrus	S1R3	SAD	0.913461	0.913557	0.850165	0.979935	0.517796	0.519428	0.293228	0.745143	gse325391_adult_dg	human	0.833389	0.839207	0.788021	0.88221	0.557421	0.563836	0.342007	0.779004	gse325391_adult_dg|GSE325391|S1R3|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.480189	0.493445	0.267357	0.681269	1.40564	1.35422	1.16623	1.67035	non_dentate_background	0.0466732	0	0	0.0650882	0.421166	0.229531	0.229531	0.6369	GSE325391	0.159074	0.0596641	0	0.287954	0.325717	0.0894394	0.0376075	0.602553	-0.0954493	-0.191923	-0.191923	0.232584	adult_dg_background_warning	0.489227	0.456509	0.34725	0.623173	26	single_nucleus_selected_bridge	dentate_gyrus	S1R3	SAD	0.628182	0.601045	0.454369	0.742792	0.130746	0.0249792	0.00791007	0.0887455	gse325391_adult_dg	human	0.532533	0.525878	0.452175	0.622612	0.0726745	0.0398279	0.0191507	0.078615	gse325391_adult_dg|GSE325391|S1R3|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.661454	0.664293	0.484459	0.86048	0.206358	0	0	0.406744	dentate_candidate	0.0355111	0	0	0	0.448095	0.339005	0.339005	0.339005	GSE325391	0.140735	0	0	0.257967	0.422963	0.180955	0.180955	0.668194	-0.0251319	-0.15805	-0.15805	0.280105	adult_human_dg_differentiating_anchor	0.359116	0.366773	0.204162	0.504017	599	single_nucleus_selected_bridge	dentate_gyrus	S1R4	SAD	0.698563	0.716611	0.542062	0.874895	0.384678	0.311518	0.114202	0.633835	gse325391_adult_dg	human	0.573044	0.587881	0.476136	0.68591	0.312121	0.238874	0.107657	0.463024	gse325391_adult_dg|GSE325391|S1R4|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.901624	0.915706	0.783198	1.03609	0.266105	0.282282	0.212598	0.35522	dentate_candidate	0.0539114	0	0	0.108405	0.534005	0.339005	0.339005	0.776832	GSE325391	0.214657	0.205453	0.0847081	0.325794	0.55021	0.538613	0.365838	0.794503	0.0162045	0.0229058	-0.15805	0.249018	adult_human_dg_mature_anchor	0.476029	0.477792	0.375535	0.586078	929	single_nucleus_selected_bridge	dentate_gyrus	S1R4	SAD	0.846175	0.855032	0.747864	0.944886	0.574895	0.587696	0.370419	0.793194	gse325391_adult_dg	human	0.741276	0.744614	0.674338	0.813707	0.621678	0.644634	0.434555	0.823953	gse325391_adult_dg|GSE325391|S1R4|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.613896	0.612837	0.430686	0.802135	0.306436	0.299093	0	0.478614	dentate_candidate	0.0262079	0	0	0	0.407773	0.322826	0.322826	0.322826	GSE325391	0.149493	0.157585	0	0.238363	0.40538	0.421739	0.104348	0.66087	-0.0023935	-0.215217	-0.218478	0.296739	adult_human_dg_differentiating_anchor	0.415585	0.412982	0.222764	0.559983	99	single_nucleus_selected_bridge	dentate_gyrus	S1R5	SAD	0.707839	0.698646	0.514201	0.894447	0.36614	0.197826	0.0576087	0.657609	gse325391_adult_dg	human	0.579107	0.579006	0.466819	0.705871	0.241217	0.126087	0.0576087	0.328261	gse325391_adult_dg|GSE325391|S1R5|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.932513	0.931616	0.843822	1.02972	0.279773	0.288383	0.215946	0.35542	dentate_candidate	0.0359562	0	0	0.0702005	0.527243	0.322826	0.322826	0.778804	GSE325391	0.20216	0.191988	0.120928	0.291485	0.526027	0.528261	0.295109	0.774457	-0.00121679	0.0228261	-0.218478	0.317391	adult_human_dg_mature_anchor	0.539372	0.540862	0.455478	0.620943	360	single_nucleus_selected_bridge	dentate_gyrus	S1R5	SAD	0.847589	0.843554	0.766924	0.939259	0.539191	0.538043	0.319022	0.763587	gse325391_adult_dg	human	0.773158	0.780131	0.722797	0.83268	0.573611	0.579348	0.369022	0.7875	gse325391_adult_dg|GSE325391|S1R5|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.65749	0.65749	0.65749	0.65749	1.21762	1.21762	1.21762	1.21762	non_dentate_background	0	0	0	0	0.322826	0.322826	0.322826	0.322826	GSE325391	0.87024	0.87024	0.87024	0.87024	0.997826	0.997826	0.997826	0.997826	0.675	0.675	0.675	0.675	adult_dg_background_warning	0.382909	0.382909	0.382909	0.382909	1	single_nucleus_selected_bridge	dentate_gyrus	S1R5	SAD	0.650393	0.650393	0.650393	0.650393	0.143478	0.143478	0.143478	0.143478	gse325391_adult_dg	human	0.563597	0.563597	0.563597	0.563597	0.119565	0.119565	0.119565	0.119565	gse325391_adult_dg|GSE325391|S1R5|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	False
human_dentate_anchor	0.667133	0.6805	0.496157	0.84432	0.22812	0.289082	0	0.417498	dentate_candidate	0.0387841	0	0	0	0.435905	0.314865	0.314865	0.314865	GSE325391	0.117206	0	0	0.230897	0.409805	0.188451	0.188451	0.688646	-0.0260997	-0.126414	-0.126414	0.323547	adult_human_dg_differentiating_anchor	0.324344	0.320923	0.182984	0.452603	911	single_nucleus_selected_bridge	dentate_gyrus	S1R5stored	CTRL	0.648615	0.676038	0.505537	0.792967	0.361318	0.285993	0.102809	0.580375	gse325391_adult_dg	human	0.546697	0.556853	0.449177	0.653118	0.283753	0.212251	0.0938353	0.41748	gse325391_adult_dg|GSE325391|S1R5stored|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.92116	0.927518	0.813598	1.03861	0.291731	0.303353	0.232546	0.376534	dentate_candidate	0.0630195	0	0	0.119737	0.535782	0.314865	0.314865	0.76668	GSE325391	0.186431	0.171792	0.073668	0.280941	0.549786	0.544674	0.378268	0.782091	0.0140035	-0.00819352	-0.200546	0.256925	adult_human_dg_mature_anchor	0.438366	0.437332	0.342758	0.539247	1651	single_nucleus_selected_bridge	dentate_gyrus	S1R5stored	CTRL	0.792371	0.797558	0.717527	0.876958	0.577004	0.591885	0.370854	0.794577	gse325391_adult_dg	human	0.717299	0.724404	0.661909	0.781241	0.619698	0.641436	0.437183	0.8254	gse325391_adult_dg|GSE325391|S1R5stored|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.866719	0.866719	0.866719	0.866719	0.950379	0.950379	0.950379	0.950379	non_dentate_background	0	0	0	0	0.314865	0.314865	0.314865	0.314865	GSE325391	0.515555	0.515555	0.515555	0.515555	0.971908	0.971908	0.971908	0.971908	0.657043	0.657043	0.657043	0.657043	adult_dg_background_warning	0.427872	0.427872	0.427872	0.427872	1	single_nucleus_selected_bridge	dentate_gyrus	S1R5stored	CTRL	0.62309	0.62309	0.62309	0.62309	0.205228	0.205228	0.205228	0.205228	gse325391_adult_dg	human	0.639227	0.639227	0.639227	0.639227	0.379243	0.379243	0.379243	0.379243	gse325391_adult_dg|GSE325391|S1R5stored|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	False
human_dentate_anchor	0.581007	0.584997	0.409686	0.764686	0.254293	0.315718	0	0.45697	dentate_candidate	0.0301152	0	0	0	0.428573	0.332318	0.332318	0.332318	GSE325391	0.132952	0	0	0.25209	0.385217	0.134374	0.134374	0.647411	-0.0433559	-0.197944	-0.197944	0.284355	adult_human_dg_differentiating_anchor	0.368038	0.368898	0.209935	0.518025	480	single_nucleus_selected_bridge	dentate_gyrus	S1R6	RES	0.711392	0.734945	0.57617	0.879024	0.323235	0.207842	0.0608108	0.559954	gse325391_adult_dg	human	0.553479	0.560892	0.452388	0.665148	0.206952	0.119338	0.0520556	0.280738	gse325391_adult_dg|GSE325391|S1R6|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.88033	0.888466	0.779955	0.991993	0.267459	0.282893	0.210245	0.352155	dentate_candidate	0.0449759	0	0	0.090592	0.516412	0.332318	0.332318	0.766654	GSE325391	0.209337	0.195984	0.111985	0.310231	0.52642	0.520746	0.308717	0.766273	0.010008	0.0201751	-0.197944	0.261515	adult_human_dg_mature_anchor	0.512417	0.513444	0.407211	0.619125	2141	single_nucleus_selected_bridge	dentate_gyrus	S1R6	RES	0.87392	0.875716	0.791819	0.961738	0.540679	0.545489	0.320898	0.767796	gse325391_adult_dg	human	0.755556	0.762704	0.694835	0.823839	0.567208	0.575561	0.352113	0.789494	gse325391_adult_dg|GSE325391|S1R6|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.245552	0.218788	0.149503	0.305469	1.1246	1.16294	1.01209	1.21312	non_dentate_background	0.0395757	0	0	0	0.440997	0.332318	0.332318	0.332318	GSE325391	0.100238	0	0	0.224632	0.338282	0.134374	0.134374	0.59174	-0.102715	-0.197944	-0.197944	0.259421	adult_dg_background_warning	0.389541	0.428009	0.321047	0.551003	6	single_nucleus_selected_bridge	dentate_gyrus	S1R6	RES	0.481771	0.345482	0.205977	0.712197	0.20873	0.0222687	0.00904073	0.251332	gse325391_adult_dg	human	0.372288	0.37995	0.317416	0.44826	0.0452354	0.0283593	0.0164636	0.0525314	gse325391_adult_dg|GSE325391|S1R6|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	False
human_dentate_anchor	0.700377	0.70018	0.560548	0.872729	0.386051	0.32174	0.220274	0.425686	dentate_candidate	0.05591	0	0	0.0941542	0.383103	0.106329	0.106329	0.691456	GSE325391	0.274386	0.264625	0.156251	0.366874	0.410055	0.338608	0.100316	0.680063	0.0269515	0.00126582	-0.188608	0.252215	adult_human_dg_differentiating_anchor	0.558492	0.544846	0.450368	0.676018	132	single_nucleus_selected_bridge	dentate_gyrus	S2R2	MAD	0.85695	0.866453	0.772325	0.967225	0.480054	0.426582	0.142405	0.816456	gse325391_adult_dg	human	0.705273	0.708057	0.618972	0.781451	0.252167	0.11962	0.0566456	0.305696	gse325391_adult_dg|GSE325391|S2R2|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.98275	0.990869	0.907477	1.05795	0.267097	0.261909	0.214731	0.305468	dentate_candidate	0.0713616	0.0628339	0.030659	0.104925	0.525187	0.521519	0.305696	0.756329	GSE325391	0.318919	0.318	0.244815	0.38666	0.519645	0.525316	0.282911	0.756329	-0.0055416	-0.00759494	-0.270886	0.260127	adult_human_dg_mature_anchor	0.621632	0.615153	0.551236	0.689774	655	single_nucleus_selected_bridge	dentate_gyrus	S2R2	MAD	0.878391	0.883096	0.826495	0.941603	0.504391	0.503797	0.277848	0.736076	gse325391_adult_dg	human	0.827591	0.835564	0.789795	0.872547	0.552274	0.555696	0.340506	0.775316	gse325391_adult_dg|GSE325391|S2R2|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.572538	0.634064	0.497721	0.678118	1.41054	1.46042	1.37873	1.46728	non_dentate_background	0.032928	0	0	0.049392	0.31097	0.106329	0.106329	0.413291	GSE325391	0.198561	0	0	0.297841	0.335021	0.0107595	0.0107595	0.497152	0.0240506	-0.0955696	-0.402532	0.390823	adult_dg_background_warning	0.637989	0.676232	0.594964	0.700135	3	single_nucleus_selected_bridge	dentate_gyrus	S2R2	MAD	0.903574	0.936811	0.868232	0.955534	0.585654	0.721519	0.462025	0.777215	gse325391_adult_dg	human	0.7047	0.719252	0.667848	0.748829	0.158228	0.132911	0.093038	0.210759	gse325391_adult_dg|GSE325391|S2R2|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	False
human_dentate_anchor	0.593046	0.611825	0.419192	0.764819	0.534051	0.48343	0.352747	0.709782	dentate_candidate	0.0404867	0	0	0.0648784	0.373325	0.185076	0.185076	0.621537	GSE325391	0.270766	0.247088	0.156581	0.400995	0.408076	0.301071	0.0958626	0.727743	0.0347512	-0.00960473	-0.164389	0.336904	adult_human_dg_differentiating_anchor	0.552811	0.545069	0.393658	0.718014	427	single_nucleus_selected_bridge	dentate_gyrus	S2R3	CTRL	0.905346	0.913155	0.778654	1.0322	0.422856	0.335427	0.063539	0.767824	gse325391_adult_dg	human	0.683734	0.684086	0.568807	0.788177	0.238238	0.10085	0.0456225	0.285002	gse325391_adult_dg|GSE325391|S2R3|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
