gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection	branch_specificity	db_class_key	human_symbol	mouse_symbol	canonical_mouse_symbol	ortholog_symbol_class	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	present_in_human_dg_full_gene_list
ABHD11	ABHD11	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.027691837564149745	0.17094354956166583	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.027691837564149745	cerebellar_biased	51627342	ABHD11	Abhd11	ABHD11	same_symbol	83451	68758	HGNC:16407	MGI:1916008	True
ABT1	ABT1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.04767272365871031	0.18824333976863888	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.04767272365871031	cerebellar_biased	51622364	ABT1	Abt1	ABT1	same_symbol	29777	30946	HGNC:17369	MGI:1353636	True
ABTB1	ABTB1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.13981222870561444	0.19223428734342196	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.13981222870561444	cerebellar_biased	51625612	ABTB1	Abtb1	ABTB1	same_symbol	80325	80283	HGNC:18275	MGI:1933148	True
ACAD8	ACAD8	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1419935047614688	0.11196811889717663	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.11196811889717663	cerebellar_biased	51629483	ACAD8	Acad8	ACAD8	same_symbol	27034	66948	HGNC:87	MGI:1914198	True
ACAT1	ACAT1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.28759525163808314	0.5702290007762254	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.28759525163808314	cerebellar_biased	51620431	ACAT1	Acat1	ACAT1	same_symbol	38	110446	HGNC:93	MGI:87870	True
ACBD6	ACBD6	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.7186550832707665	0.42704594184393746	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.42704594184393746	cerebellar_biased	51620311	ACBD6	Acbd6	ACBD6	same_symbol	84320	72482	HGNC:23339	MGI:1919732	True
ACD	ACD	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.06390820973792852	0.38685508786826117	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.06390820973792852	cerebellar_biased	51631705	ACD	Acd	ACD	same_symbol	65057	497652	HGNC:25070	MGI:87873	True
ACIN1	ACIN1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.453396479705213	0.649377958057697	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.453396479705213	cerebellar_biased	51615924	ACIN1	Acin1	ACIN1	same_symbol	22985	56215	HGNC:17066	MGI:1891824	True
ACSF3	ACSF3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.1002199839560449	0.06777678269842795	3	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.06777678269842795	cerebellar_biased	51631481	ACSF3	Acsf3	ACSF3	same_symbol	197322	257633	HGNC:27288	MGI:2182591	True
ACTB	ACTB	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.8721960943561675	0.9985094468839383	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.8721960943561675	cerebellar_biased	51615947	ACTB	Actb	ACTB	same_symbol	60	11461	HGNC:132	MGI:87904	True
ACTC1	ACTC1	mgi_one_to_one_ortholog_gene	3	3	1.0	0.5	0.5	0.023427088801936884	6	12	1.0	0.5	0.5	0.0017119021490659375	0.0005084918132818062	0.007440757635498509	0	1	0.2047379835013634	0.015247217002160102	False	False	1.0	0.0005084918132818062	cerebellar_biased	51615940	ACTC1	Actc1	ACTC1	same_symbol	70	11464	HGNC:143	MGI:87905	True
ACTG1	ACTG1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.5637678970134186	0.9991105454500697	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.5637678970134186	cerebellar_biased	51615946	ACTG1	Actg1	ACTG1	same_symbol	71	11465	HGNC:144	MGI:87906	True
ACTL6A	ACTL6A	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.039347358327291436	0.4737663813646773	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.039347358327291436	cerebellar_biased	51616409	ACTL6A	Actl6a	ACTL6A	same_symbol	86	56456	HGNC:24124	MGI:1861453	True
ACTL6B	ACTL6B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.28593800036579714	0.30781057371142484	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.28593800036579714	cerebellar_biased	51628434	ACTL6B	Actl6b	ACTL6B	same_symbol	51412	83766	HGNC:160	MGI:1933548	True
ACTR10	ACTR10	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.42579731110146635	0.4607275278200428	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.42579731110146635	cerebellar_biased	51629458	ACTR10	Actr10	ACTR10	same_symbol	55860	56444	HGNC:17372	MGI:1891654	True
ACTR1A	ACTR1A	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.21329132748184407	0.4994518886020719	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.21329132748184407	cerebellar_biased	51615951	ACTR1A	Actr1a	ACTR1A	same_symbol	10121	54130	HGNC:167	MGI:1858964	True
ACTR3	ACTR3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.6012705757970918	0.5976155411079676	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.5976155411079676	cerebellar_biased	51630566	ACTR3	Actr3	ACTR3	same_symbol	10096	74117	HGNC:170	MGI:1921367	True
ACTR6	ACTR6	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2593862710712549	0.1731311531798983	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.1731311531798983	cerebellar_biased	51627791	ACTR6	Actr6	ACTR6	same_symbol	64431	67019	HGNC:24025	MGI:1914269	True
ACTR8	ACTR8	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.07352268468893008	0.19647107366137873	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.07352268468893008	cerebellar_biased	51627905	ACTR8	Actr8	ACTR8	same_symbol	93973	56249	HGNC:14672	MGI:1860775	True
ACYP1	ACYP1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.13047348844876644	0.2649777734049377	5	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.13047348844876644	cerebellar_biased	51622563	ACYP1	Acyp1	ACYP1	same_symbol	97	66204	HGNC:179	MGI:1913454	True
ADARB2	ADARB2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.13263455321669176	0.03892265508476583	5	1	0.2047379835013634	0.015247217002160102	False	False	1.0	0.03892265508476583	cerebellar_biased	51626194	ADARB2	Adarb2	ADARB2	same_symbol	105	94191	HGNC:227	MGI:2151118	True
ADAT1	ADAT1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.08130458289016593	0.09020295792421722	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.08130458289016593	cerebellar_biased	51629175	ADAT1	Adat1	ADAT1	same_symbol	23536	30947	HGNC:228	MGI:1353631	True
ADAT2	ADAT2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.07459183673469388	0.04197487441857582	3	1	0.2047379835013634	0.03613674988490279	False	False	1.0	0.04197487441857582	cerebellar_biased	51618175	ADAT2	Adat2	ADAT2	same_symbol	134637	66757	HGNC:21172	MGI:1914007	True
ADH5	ADH5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17335044498487495	0.5529237385303332	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.17335044498487495	cerebellar_biased	51615985	ADH5	Adh5	ADH5	same_symbol	128	11532	HGNC:253	MGI:87929	True
ADK	ADK	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6879244590812914	0.3154954959737137	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.3154954959737137	cerebellar_biased	51615988	ADK	Adk	ADK	same_symbol	132	11534	HGNC:257	MGI:87930	True
ADO	ADO	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.10204690667903392	0.2792089144992702	5	2	0.2047379835013634	0.005366742498130141	True	False	1.0	0.10204690667903392	cerebellar_biased	51616606	ADO	Ado	ADO	same_symbol	84890	211488	HGNC:23506	MGI:2685083	True
ADRA2C	ADRA2C	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.005341509972407066	0.059387742658262695	2	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.005341509972407066	cerebellar_biased	51629402	ADRA2C	Adra2c	ADRA2C	same_symbol	152	11553	HGNC:283	MGI:87936	True
ADRM1	ADRM1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.10001717192676174	0.501599981716708	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.10001717192676174	cerebellar_biased	51615998	ADRM1	Adrm1	ADRM1	same_symbol	11047	56436	HGNC:15759	MGI:1929289	True
AGGF1	AGGF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.009723425626736441	0.2795325988115299	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.009723425626736441	cerebellar_biased	51622487	AGGF1	Aggf1	AGGF1	same_symbol	55109	66549	HGNC:24684	MGI:1913799	True
AGPAT4	AGPAT4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7618102006688963	0.4229908686333492	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.4229908686333492	cerebellar_biased	51620079	AGPAT4	Agpat4	AGPAT4	same_symbol	56895	68262	HGNC:20885	MGI:1915512	True
AHCY	AHCY	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.05450413456340555	0.08978595695767957	3	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.05450413456340555	cerebellar_biased	51616869	AHCY	Ahcy	AHCY	same_symbol	191	269378	HGNC:343	MGI:87968	True
AHSA1	AHSA1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2528997964639619	0.4329719800805084	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2528997964639619	cerebellar_biased	51616041	AHSA1	Ahsa1	AHSA1	same_symbol	10598	217737	HGNC:1189	MGI:2387603	True
AIFM1	AIFM1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10446316767051404	0.1909737973917031	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.10446316767051404	cerebellar_biased	51616048	AIFM1	Aifm1	AIFM1	same_symbol	9131	26926	HGNC:8768	MGI:1349419	True
AIG1	AIG1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6472379522651261	0.5835304306059923	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.5835304306059923	cerebellar_biased	51624810	AIG1	Aig1	AIG1	same_symbol	51390	66253	HGNC:21607	MGI:1913503	True
AIMP1	AIMP1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.19645948712957642	0.44923288026978836	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.19645948712957642	cerebellar_biased	51616053	AIMP1	Aimp1	AIMP1	same_symbol	9255	13722	HGNC:10648	MGI:102774	True
AIMP2	AIMP2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.08677626436744468	0.23272151447633865	5	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.08677626436744468	cerebellar_biased	51627721	AIMP2	Aimp2	AIMP2	same_symbol	7965	231872	HGNC:20609	MGI:2385237	True
AK2	AK2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17611890508325562	0.3495591092628115	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.17611890508325562	cerebellar_biased	51627565	AK2	Ak2	AK2	same_symbol	204	11637	HGNC:362	MGI:87978	True
AKAP8	AKAP8	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.15746982066394216	0.35239720216436343	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.15746982066394216	cerebellar_biased	51631780	AKAP8	Akap8	AKAP8	same_symbol	10270	56399	HGNC:378	MGI:1928488	True
AKIRIN1	AKIRIN1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.28172975962888447	0.3235266771569787	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.28172975962888447	cerebellar_biased	51627457	AKIRIN1	Akirin1	AKIRIN1	same_symbol	79647	68050	HGNC:25744	MGI:1915300	True
AKIRIN2	AKIRIN2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.19962913845274824	0.4901397032484305	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.19962913845274824	cerebellar_biased	51627513	AKIRIN2	Akirin2	AKIRIN2	same_symbol	55122	433693	HGNC:21407	MGI:1889364	True
AKR1E2	AKR1E2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.04346583600346142	0.150937044079883	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.04346583600346142	cerebellar_biased	51631788	AKR1E2	Akr1e1	AKR1E1	nonidentical_symbol	83592	56043	HGNC:23437	MGI:1914758	True
AKT1S1	AKT1S1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0	0.2855447336372285	4	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.0	cerebellar_biased	51627559	AKT1S1	Akt1s1	AKT1S1	same_symbol	84335	67605	HGNC:28426	MGI:1914855	True
AKT3	AKT3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9594736707391986	0.15949090621557308	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.15949090621557308	cerebellar_biased	51625149	AKT3	Akt3	AKT3	same_symbol	10000	23797	HGNC:393	MGI:1345147	True
AKTIP	AKTIP	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1730055412012756	0.30790657611112315	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.1730055412012756	cerebellar_biased	51617317	AKTIP	Aktip	AKTIP	same_symbol	64400	14339	HGNC:16710	MGI:3693832	True
ALAS1	ALAS1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.06851412948034216	0.13200885345166857	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.06851412948034216	cerebellar_biased	51616071	ALAS1	Alas1	ALAS1	same_symbol	211	11655	HGNC:396	MGI:87989	True
ALDH16A1	ALDH16A1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.004611059573878618	0.08420540503689196	1	3	0.2047379835013634	0.015247217002160102	False	False	1.0	0.004611059573878618	cerebellar_biased	51622601	ALDH16A1	Aldh16a1	ALDH16A1	same_symbol	126133	69748	HGNC:28114	MGI:1916998	True
ALG14	ALG14	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.21541741726920516	0.15005496051295392	3	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.15005496051295392	cerebellar_biased	51628249	ALG14	Alg14	ALG14	same_symbol	199857	66789	HGNC:28287	MGI:1914039	True
ALG2	ALG2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.09384366912038757	0.30020801518322304	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.09384366912038757	cerebellar_biased	51622465	ALG2	Alg2	ALG2	same_symbol	85365	56737	HGNC:23159	MGI:1914731	True
ALG3	ALG3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.05701961109062874	0.14400571430342207	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.05701961109062874	cerebellar_biased	51628625	ALG3	Alg3	ALG3	same_symbol	10195	208624	HGNC:23056	MGI:1098592	True
ALG5	ALG5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.20639931765558855	0.3045936551482709	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.20639931765558855	cerebellar_biased	51628062	ALG5	Alg5	ALG5	same_symbol	29880	66248	HGNC:20266	MGI:1913498	True
ALG6	ALG6	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17538568196680843	0.13460027777254074	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.13460027777254074	cerebellar_biased	51628142	ALG6	Alg6	ALG6	same_symbol	29929	320438	HGNC:23157	MGI:2444031	True
ALG8	ALG8	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.13610850628038396	0.11039725181610528	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.11039725181610528	cerebellar_biased	51626719	ALG8	Alg8	ALG8	same_symbol	79053	381903	HGNC:23161	MGI:2141959	True
ALKBH1	ALKBH1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1669883695772183	0.34161883288191264	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.1669883695772183	cerebellar_biased	51624685	ALKBH1	Alkbh1	ALKBH1	same_symbol	8846	211064	HGNC:17911	MGI:2384034	True
ALKBH5	ALKBH5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.2640443403264158	0.2822421203660377	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.2640443403264158	cerebellar_biased	51629035	ALKBH5	Alkbh5	ALKBH5	same_symbol	54890	268420	HGNC:25996	MGI:2144489	True
ALKBH6	ALKBH6	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.07174102612266048	0.198752232475445	5	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.07174102612266048	cerebellar_biased	51630065	ALKBH6	Alkbh6	ALKBH6	same_symbol	84964	233065	HGNC:28243	MGI:2142037	True
ALS2	ALS2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4379847513648324	0.044036431001765165	4	1	0.2047379835013634	0.03613674988490279	False	False	1.0	0.044036431001765165	cerebellar_biased	51616115	ALS2	Als2	ALS2	same_symbol	57679	74018	HGNC:443	MGI:1921268	True
AMN1	AMN1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3309178537695219	0.44308867604861424	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.3309178537695219	cerebellar_biased	51628886	AMN1	Amn1	AMN1	same_symbol	196394	232566	HGNC:27281	MGI:2442933	True
AMPH	AMPH	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6880839056182286	0.20230665089506006	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.20230665089506006	cerebellar_biased	51628100	AMPH	Amph	AMPH	same_symbol	273	218038	HGNC:471	MGI:103574	True
AMZ2	AMZ2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.14212984128792228	0.3429400240339955	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.14212984128792228	cerebellar_biased	51631799	AMZ2	Amz2	AMZ2	same_symbol	51321	13929	HGNC:28041	MGI:104837	True
ANAPC10	ANAPC10	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.006531076798327165	0.24445801216889457	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.006531076798327165	cerebellar_biased	51630768	ANAPC10	Anapc10	ANAPC10	same_symbol	10393	68999	HGNC:24077	MGI:1916249	True
ANAPC11	ANAPC11	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23025527630215567	0.7049514408163644	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.23025527630215567	cerebellar_biased	51626133	ANAPC11	Anapc11	ANAPC11	same_symbol	51529	66156	HGNC:14452	MGI:1913406	True
ANAPC13	ANAPC13	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0802147206342165	0.5535179455157903	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.0802147206342165	cerebellar_biased	51626242	ANAPC13	Anapc13	ANAPC13	same_symbol	25847	69010	HGNC:24540	MGI:1916260	True
ANAPC16	ANAPC16	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4108402820884397	0.4113397856826331	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.4108402820884397	cerebellar_biased	51628514	ANAPC16	Anapc16	ANAPC16	same_symbol	119504	52717	HGNC:26976	MGI:1289325	True
ANAPC2	ANAPC2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.05674059918316267	0.22664306013726748	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.05674059918316267	cerebellar_biased	51625581	ANAPC2	Anapc2	ANAPC2	same_symbol	29882	99152	HGNC:19989	MGI:2139135	True
ANAPC4	ANAPC4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2634316690626541	0.3097652513097182	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2634316690626541	cerebellar_biased	51626519	ANAPC4	Anapc4	ANAPC4	same_symbol	29945	52206	HGNC:19990	MGI:1098673	True
ANAPC5	ANAPC5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4787830735370121	0.6496451045331807	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.4787830735370121	cerebellar_biased	51627676	ANAPC5	Anapc5	ANAPC5	same_symbol	51433	59008	HGNC:15713	MGI:1929722	True
ANAPC7	ANAPC7	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.21367653077964044	0.18433373670200404	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.18433373670200404	cerebellar_biased	51624667	ANAPC7	Anapc7	ANAPC7	same_symbol	51434	56317	HGNC:17380	MGI:1929711	True
ANGEL2	ANGEL2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.33082556116145106	0.3338305027580296	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.33082556116145106	cerebellar_biased	51621171	ANGEL2	Angel2	ANGEL2	same_symbol	90806	52477	HGNC:30534	MGI:1196310	True
