canonical_gene	gene	human_symbol	mouse_symbol	db_class_key	branch_fdr10_support_full_matrix_cerebellar	branch_fdr10_support_full_matrix_dentate	branch_fdr10_support_selected_cerebellar	branch_fdr10_support_selected_dentate	branch_nominal_support_full_matrix_cerebellar	branch_nominal_support_full_matrix_dentate	branch_nominal_support_selected_cerebellar	branch_nominal_support_selected_dentate	branch_replication_support_full_matrix_cerebellar	branch_replication_support_full_matrix_dentate	branch_replication_support_selected_cerebellar	branch_replication_support_selected_dentate	dataset_best_nominal_p_greater_full_matrix_cerebellar	dataset_best_nominal_p_greater_full_matrix_dentate	dataset_best_nominal_p_greater_selected_cerebellar	dataset_best_nominal_p_greater_selected_dentate	dataset_best_nominal_q_bh_greater_full_matrix_cerebellar	dataset_best_nominal_q_bh_greater_full_matrix_dentate	dataset_best_nominal_q_bh_greater_selected_cerebellar	dataset_best_nominal_q_bh_greater_selected_dentate	dataset_best_q_bh_greater_full_matrix_cerebellar	dataset_best_q_bh_greater_full_matrix_dentate	dataset_best_q_bh_greater_selected_cerebellar	dataset_best_q_bh_greater_selected_dentate	dataset_sign_p_greater_full_matrix_cerebellar	dataset_sign_p_greater_full_matrix_dentate	dataset_sign_p_greater_selected_cerebellar	dataset_sign_p_greater_selected_dentate	dataset_sign_q_bh_greater_full_matrix_cerebellar	dataset_sign_q_bh_greater_full_matrix_dentate	dataset_sign_q_bh_greater_selected_cerebellar	dataset_sign_q_bh_greater_selected_dentate	dataset_t_p_greater_full_matrix_cerebellar	dataset_t_p_greater_full_matrix_dentate	dataset_t_p_greater_selected_cerebellar	dataset_t_p_greater_selected_dentate	dataset_t_q_bh_greater_full_matrix_cerebellar	dataset_t_q_bh_greater_full_matrix_dentate	dataset_t_q_bh_greater_selected_cerebellar	dataset_t_q_bh_greater_selected_dentate	dataset_wilcoxon_p_greater_full_matrix_cerebellar	dataset_wilcoxon_p_greater_full_matrix_dentate	dataset_wilcoxon_p_greater_selected_cerebellar	dataset_wilcoxon_p_greater_selected_dentate	dataset_wilcoxon_q_bh_greater_full_matrix_cerebellar	dataset_wilcoxon_q_bh_greater_full_matrix_dentate	dataset_wilcoxon_q_bh_greater_selected_cerebellar	dataset_wilcoxon_q_bh_greater_selected_dentate	mean_dataset_rank_delta_full_matrix_cerebellar	mean_dataset_rank_delta_full_matrix_dentate	mean_dataset_rank_delta_selected_cerebellar	mean_dataset_rank_delta_selected_dentate	median_dataset_candidate_detection_full_matrix_cerebellar	median_dataset_candidate_detection_full_matrix_dentate	median_dataset_candidate_detection_selected_cerebellar	median_dataset_candidate_detection_selected_dentate	median_dataset_detection_delta_full_matrix_cerebellar	median_dataset_detection_delta_full_matrix_dentate	median_dataset_detection_delta_selected_cerebellar	median_dataset_detection_delta_selected_dentate	median_dataset_mean_log1p_expression_delta_full_matrix_cerebellar	median_dataset_mean_log1p_expression_delta_full_matrix_dentate	median_dataset_mean_log1p_expression_delta_selected_cerebellar	median_dataset_mean_log1p_expression_delta_selected_dentate	median_dataset_rank_delta_full_matrix_cerebellar	median_dataset_rank_delta_full_matrix_dentate	median_dataset_rank_delta_selected_cerebellar	median_dataset_rank_delta_selected_dentate	min_dataset_rank_delta_full_matrix_cerebellar	min_dataset_rank_delta_full_matrix_dentate	min_dataset_rank_delta_selected_cerebellar	min_dataset_rank_delta_selected_dentate	n_datasets_full_matrix_cerebellar	n_datasets_full_matrix_dentate	n_datasets_selected_cerebellar	n_datasets_selected_dentate	n_units_full_matrix_cerebellar	n_units_full_matrix_dentate	n_units_selected_cerebellar	n_units_selected_dentate	positive_dataset_fraction_full_matrix_cerebellar	positive_dataset_fraction_full_matrix_dentate	positive_dataset_fraction_selected_cerebellar	positive_dataset_fraction_selected_dentate	formal_n_available_branches	formal_n_replication_branches	formal_n_nominal_branches	formal_n_fdr10_branches	formal_sum_positive_median_rank_delta	formal_min_candidate_detection	formal_replication_shared_selected	formal_replication_shared_full_matrix	formal_replication_shared_any_screen	formal_replication_shared_both_screens	formal_nominal_shared_selected	formal_nominal_shared_full_matrix	formal_nominal_shared_any_screen	formal_nominal_shared_both_screens	formal_fdr10_shared_selected	formal_fdr10_shared_full_matrix	formal_fdr10_shared_any_screen	formal_fdr10_shared_both_screens	formal_fisher_p_selected_shared	formal_fisher_p_full_matrix_shared	formal_fisher_p_all_available_branches	formal_fisher_q_bh_selected_shared	formal_fisher_q_bh_full_matrix_shared	formal_fisher_q_bh_all_available_branches	formal_rank_tier	formal_rank_priority_score	ortholog_meta_tier	ortholog_symbol_class	n_supported_screen_branches	n_strict_screen_branches	n_available_screen_branches	consensus_candidate_dataset_robust_all_available	consensus_candidate_n_robust_screen_branches	consensus_tier	combined_priority_score	selected_mechanism_class	selected_manuscript_use	genome_mechanism_class	genome_manuscript_use
RPL18A	RPL18A	RPL18A	Rpl18a	51629586	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9883099265879348	0.9832953999471005			0.0075500381327939	0.10949846660434735			0.4062660121380586	0.48594973959748333			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9832953999471005	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.9832953999471	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5199276632585161			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPS28	RPS28	RPS28	Rps28	51619455	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9851579955314396	0.981523303401867			0.0072086158505751	0.13347267354873849			0.2315185949021931	0.5205379106440463			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.981523303401867	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.981523303401867	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5425016298500831			metabolic_or_housekeeping_support	supporting_context_not_core_executor
FAU	FAU	FAU	Fau	51619423	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.970954356846473	0.9717958601656786			0.012027419064024	0.09177413442151039			0.338385413525869	0.2855992672622588			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.970954356846473	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.970954356846473	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0664883720073393			unclassified_shared_neuronal_or_context	exploratory_context
ZNF536	ZNF536	ZNF536	Zfp536	51624606	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.0625	0.5	0.24999999999999978	0.3498864209994952	0.41942132674430754	0.6843398876404494	0.2808553386911596	0.3498864209994952	0.41942132674430754	0.6843398876404494	0.2808553386911596	0.125	0.0625	0.5	0.75	0.9460304822565969	0.6637414095135427	1.0	0.7950975081256771				0.24999999999999978				0.289406158357771	0.125	0.0625			0.5241573033707865	0.5446125084976207			0.5	0.5	0.5	0.25	0.3926585094549499	0.2176340370015683	0.2314075965528247	0.6921361131885787	0.1751117909173115	0.09607483793416766	0.1105903735069021	0.29391760010031437	0.1572137852372144	0.1636621788982389	0.0908006679842063	0.4538971159591082	0.5	0.5	0.5	0.25	0.5	0.5	0.5	0.0	3.0	4.0	1.0	2.0	6.0	4.0	1.0	47.0	1.0	1.0	1.0	0.5	4	2	2	0	1.75	0.2176340370015683	False	True	True	False	False	True	True	False	False	False	False	False	0.3849301927099793	0.04571898643687202	0.08540842887337018	0.42943843479779625	0.3308385387943499	0.2891907709850533	formal_nominal_shared_full_matrix	7.967634037001568	strict_shared_full_matrix_only	nonidentical_symbol	2	2	4			screen_specific_or_low_priority	1.449037131609746	unclassified_shared_neuronal_or_context	not_prioritized	unclassified_shared_neuronal_or_context	not_prioritized
RPL35	RPL35	RPL35	Rpl35	51617710	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9666453878072137	0.9815160631526079			0.0241356356598031	0.13991462655619413			0.3106930504823051	0.5593480312205801			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9666453878072137	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.966645387807214	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5520680458755292			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPL32	RPL32	RPL32	Rpl32	51628832	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9934966485796362	0.9637864701198979			0.01010743814461745	0.07279803130189436			0.3948581393411965	0.32087469774707145			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9637864701198979	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.9637864701198975	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.6011858856405672			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPS3	RPS3	RPS3	Rps3	51619484	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9890679859559528	0.9636243915743474			0.012434253889085	0.10826693358551034			0.3434505081170975	0.6877262058659749			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9636243915743474	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.963624391574347	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.6117061073518613			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPS6	RPS6	RPS6	Rps6	51627445	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9891876795403768	0.9570483096073217			0.02877365834144	0.13911164279516836			0.3745383252478729	0.6074050318799565			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9570483096073217	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.9570483096073215	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5825565660301237			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPL24	RPL24	RPL24	Rpl24	51617734	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9839610596872008	0.9380637394230353			0.0283523597820197	0.13214486486175786			0.3062347083700865	0.41205008613294747			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9380637394230353	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.938063739423035	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5821392367039315			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPL23	RPL23	RPL23	Rpl23	51619444	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9363629109479732	0.9310147652215506			0.02297972915321715	0.13915075938607918			0.2352305605078801	0.6532921288614462			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9310147652215506	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.93101476522155	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5613053856678438			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPS5	RPS5	RPS5	Rps5	51617751	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9756623045004787	0.9293214926352147			0.00877088480956015	0.14257769068002565			0.4545757388569593	0.6271072554700073			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9293214926352147	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.929321492635214	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5625192452417827			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPL8	RPL8	RPL8	Rpl8	51629845	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9809288222151292	0.9286731784530124			0.0143394099727135	0.11935840302339845			0.3787073989304335	0.5396337388843271			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9286731784530124	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.928673178453012	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5642153711572822			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPL13	RPL13	RPL13	Rpl13	51630189	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.994773380146824	0.9266728530594669			0.012640834697348	0.1113853042214358			0.3118260158689692	0.4343978460089456			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9266728530594669	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.926672853059467	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.6470205171083099			metabolic_or_housekeeping_support	supporting_context_not_core_executor
EIF4A1	EIF4A1	EIF4A1	Eif4a1	51618864	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9129827641238428	0.9315767402851551			0.0251667937759798	0.07079650586128855			0.3504539285255212	0.5426783729100157			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9129827641238428	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.912982764123843	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5635891652297103			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPS24	RPS24	RPS24	Rps24	51627436	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9908234918608364	0.9123079850937196			0.0235739664258389	0.13868102101859495			0.4874355665108232	0.5570958876710781			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9123079850937196	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.91230798509372	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5933673746964767			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPS14	RPS14	RPS14	Rps14	51619213	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9908633897223108	0.9121248868257963			0.0148705230485944	0.07432112358176404			0.3266076597980629	0.39785244339416037			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.9121248868257963	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.912124886825796	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5847811929025304			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPL39	RPL39	RPL39	Rpl39	51619469	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.9903596588802372	0.8988638008394847			0.0200719126145966	0.12687342323721396			0.318083488084715	0.445234705071915			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.8988638008394847	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.898863800839485	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.5054971788519167			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPS9	RPS9	RPS9	Rps9	51621684	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.9801308649856368	0.8972477146461408			0.018446154539418	0.1466239242072677			0.4212177269399348	0.5165403936295297			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.8972477146461408	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.897247714646141	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.6072179153413475			metabolic_or_housekeeping_support	supporting_context_not_core_executor
UBA52	UBA52	UBA52	Uba52	51627442	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.8939562476826103	0.9364130962790245			0.0650905378917592	0.0533393234937278			0.2746316317583646	0.37397108019853886			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.8939562476826103	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.893956247682611	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.084366936430698			unclassified_shared_neuronal_or_context	exploratory_context
TMEM178A	TMEM178A	TMEM178A	Tmem178	51627046	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.0625	0.5	0.24999999999999978	0.3498864209994952	0.41942132674430754	0.6843398876404494	0.2808553386911596	0.3498864209994952	0.41942132674430754	0.6843398876404494	0.2808553386911596	0.125	0.0625	0.5	0.75	0.9460304822565969	0.6637414095135427	1.0	0.7950975081256771				0.24999999999999978				0.289406158357771	0.125	0.0625			0.5241573033707865	0.5446125084976207			0.5	0.5	0.5	0.25	0.4946236559139785	0.4172946940361688	0.1379269071177785	0.5710059972345605	0.2254333375694578	0.135446910510447	0.0782024561016064	0.30868694453264844	0.2273845124190238	0.4138590105476301	0.0608576077247017	0.43601256820576445	0.5	0.5	0.5	0.25	0.5	0.5	0.5	0.0	3.0	4.0	1.0	2.0	6.0	4.0	1.0	47.0	1.0	1.0	1.0	0.5	4	2	2	0	1.75	0.1379269071177785	False	True	True	False	False	True	True	False	False	False	False	False	0.3849301927099793	0.04571898643687202	0.08540842887337018	0.42943843479779625	0.3308385387943499	0.2891907709850533	formal_nominal_shared_full_matrix	7.887926907117778	strict_shared_full_matrix_only	nonidentical_symbol	2	2	4			screen_specific_or_low_priority	1.5689634535588892	unclassified_shared_neuronal_or_context	not_prioritized	unclassified_shared_neuronal_or_context	not_prioritized
COX4I1	COX4I1	COX4I1	Cox4i1	51617891	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.8874082349186083	0.9769191267296775			0.0533956048084277	0.05122056802505535			0.2811387237966096	0.5624060096786431			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.8874082349186083	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.887408234918608	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.6038443081892528			metabolic_or_housekeeping_support	supporting_context_not_core_executor
RPS23	RPS23	RPS23	Rps23	51629277	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.991062879029684	0.8768310728373565			0.0237580113050481	0.14610379329281908			0.3265982583207512	0.40293906707016774			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.8768310728373565	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.876831072837357	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.6178137031325106			metabolic_or_housekeeping_support	supporting_context_not_core_executor
