canonical_gene	gene	human_symbol	mouse_symbol	db_class_key	branch_fdr10_support_full_matrix_cerebellar	branch_fdr10_support_full_matrix_dentate	branch_fdr10_support_selected_cerebellar	branch_fdr10_support_selected_dentate	branch_nominal_support_full_matrix_cerebellar	branch_nominal_support_full_matrix_dentate	branch_nominal_support_selected_cerebellar	branch_nominal_support_selected_dentate	branch_replication_support_full_matrix_cerebellar	branch_replication_support_full_matrix_dentate	branch_replication_support_selected_cerebellar	branch_replication_support_selected_dentate	dataset_best_nominal_p_greater_full_matrix_cerebellar	dataset_best_nominal_p_greater_full_matrix_dentate	dataset_best_nominal_p_greater_selected_cerebellar	dataset_best_nominal_p_greater_selected_dentate	dataset_best_nominal_q_bh_greater_full_matrix_cerebellar	dataset_best_nominal_q_bh_greater_full_matrix_dentate	dataset_best_nominal_q_bh_greater_selected_cerebellar	dataset_best_nominal_q_bh_greater_selected_dentate	dataset_best_q_bh_greater_full_matrix_cerebellar	dataset_best_q_bh_greater_full_matrix_dentate	dataset_best_q_bh_greater_selected_cerebellar	dataset_best_q_bh_greater_selected_dentate	dataset_sign_p_greater_full_matrix_cerebellar	dataset_sign_p_greater_full_matrix_dentate	dataset_sign_p_greater_selected_cerebellar	dataset_sign_p_greater_selected_dentate	dataset_sign_q_bh_greater_full_matrix_cerebellar	dataset_sign_q_bh_greater_full_matrix_dentate	dataset_sign_q_bh_greater_selected_cerebellar	dataset_sign_q_bh_greater_selected_dentate	dataset_t_p_greater_full_matrix_cerebellar	dataset_t_p_greater_full_matrix_dentate	dataset_t_p_greater_selected_cerebellar	dataset_t_p_greater_selected_dentate	dataset_t_q_bh_greater_full_matrix_cerebellar	dataset_t_q_bh_greater_full_matrix_dentate	dataset_t_q_bh_greater_selected_cerebellar	dataset_t_q_bh_greater_selected_dentate	dataset_wilcoxon_p_greater_full_matrix_cerebellar	dataset_wilcoxon_p_greater_full_matrix_dentate	dataset_wilcoxon_p_greater_selected_cerebellar	dataset_wilcoxon_p_greater_selected_dentate	dataset_wilcoxon_q_bh_greater_full_matrix_cerebellar	dataset_wilcoxon_q_bh_greater_full_matrix_dentate	dataset_wilcoxon_q_bh_greater_selected_cerebellar	dataset_wilcoxon_q_bh_greater_selected_dentate	mean_dataset_rank_delta_full_matrix_cerebellar	mean_dataset_rank_delta_full_matrix_dentate	mean_dataset_rank_delta_selected_cerebellar	mean_dataset_rank_delta_selected_dentate	median_dataset_candidate_detection_full_matrix_cerebellar	median_dataset_candidate_detection_full_matrix_dentate	median_dataset_candidate_detection_selected_cerebellar	median_dataset_candidate_detection_selected_dentate	median_dataset_detection_delta_full_matrix_cerebellar	median_dataset_detection_delta_full_matrix_dentate	median_dataset_detection_delta_selected_cerebellar	median_dataset_detection_delta_selected_dentate	median_dataset_mean_log1p_expression_delta_full_matrix_cerebellar	median_dataset_mean_log1p_expression_delta_full_matrix_dentate	median_dataset_mean_log1p_expression_delta_selected_cerebellar	median_dataset_mean_log1p_expression_delta_selected_dentate	median_dataset_rank_delta_full_matrix_cerebellar	median_dataset_rank_delta_full_matrix_dentate	median_dataset_rank_delta_selected_cerebellar	median_dataset_rank_delta_selected_dentate	min_dataset_rank_delta_full_matrix_cerebellar	min_dataset_rank_delta_full_matrix_dentate	min_dataset_rank_delta_selected_cerebellar	min_dataset_rank_delta_selected_dentate	n_datasets_full_matrix_cerebellar	n_datasets_full_matrix_dentate	n_datasets_selected_cerebellar	n_datasets_selected_dentate	n_units_full_matrix_cerebellar	n_units_full_matrix_dentate	n_units_selected_cerebellar	n_units_selected_dentate	positive_dataset_fraction_full_matrix_cerebellar	positive_dataset_fraction_full_matrix_dentate	positive_dataset_fraction_selected_cerebellar	positive_dataset_fraction_selected_dentate	formal_n_available_branches	formal_n_replication_branches	formal_n_nominal_branches	formal_n_fdr10_branches	formal_sum_positive_median_rank_delta	formal_min_candidate_detection	formal_replication_shared_selected	formal_replication_shared_full_matrix	formal_replication_shared_any_screen	formal_replication_shared_both_screens	formal_nominal_shared_selected	formal_nominal_shared_full_matrix	formal_nominal_shared_any_screen	formal_nominal_shared_both_screens	formal_fdr10_shared_selected	formal_fdr10_shared_full_matrix	formal_fdr10_shared_any_screen	formal_fdr10_shared_both_screens	formal_fisher_p_selected_shared	formal_fisher_p_full_matrix_shared	formal_fisher_p_all_available_branches	formal_fisher_q_bh_selected_shared	formal_fisher_q_bh_full_matrix_shared	formal_fisher_q_bh_all_available_branches	formal_rank_tier	formal_rank_priority_score	ortholog_meta_tier	ortholog_symbol_class	n_supported_screen_branches	n_strict_screen_branches	n_available_screen_branches	consensus_candidate_dataset_robust_all_available	consensus_candidate_n_robust_screen_branches	consensus_tier	combined_priority_score	selected_mechanism_class	selected_manuscript_use	genome_mechanism_class	genome_manuscript_use
CCDC134	CCDC134	CCDC134	Ccdc134	51625871	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.04974328251412465	0.10494129158512715			0.0177325356940601	0.007595557174858199			0.0128955897825156	0.0261626162921547			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.04974328251412465	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.049743282514124	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0057258887444025			unclassified_shared_neuronal_or_context	exploratory_context
ZNF623	ZNF623	ZNF623	Zfp623	51636441	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.0497127353973827	0.06526973949008336			0.0194141747280931	0.01543965405718755			0.0137862020719325	0.01643701416710865			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0497127353973827	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.0497127353973825	supported_shared_full_matrix_only	nonidentical_symbol	2	1	2			screen_specific_or_low_priority	0.5124281838493456			unclassified_shared_neuronal_or_context	not_prioritized
FBXO16	FBXO16	FBXO16	Fbxo16	51625496	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.1026885735623599	0.049423325144689154			0.0280793609215549	0.0327318515662067			0.0199179244621324	0.0650889482699382			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.049423325144689154	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.049423325144689	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0285661389383305			unclassified_shared_neuronal_or_context	exploratory_context
KLHL15	KLHL15	KLHL15	Klhl15	51627437	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.0625			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.0625			0.9460304822565969	0.6637414095135427			0.018874775675311855				0.19545135581807907				0.125	0.0625			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.5			0.0774935113088617	0.049112785559662656			0.01479548184706855	0.0211515744397638			0.0139971214269443	0.05604113163672415			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	0	1.0	0.049112785559662656	False	True	True	False	False	True	True	False	False	False	False	False		0.009133642668160386	0.009133642668160386		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.049112785559663	strict_shared_full_matrix_only	same_symbol	2	2	2			shared_positive_both_screens	2.0158354578869284			unclassified_shared_neuronal_or_context	exploratory_context
IPP	IPP	IPP	Ipp	51622917	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.04907763171516765	0.057913838808621595			0.0089807231005645	0.02329455941346935			0.0072171014306137	0.06349007438739285			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.04907763171516765	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.049077631715168	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.012269407928792			unclassified_shared_neuronal_or_context	exploratory_context
EFNB1	EFNB1	EFNB1	Efnb1	51630493	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.1390041493775933	0.04891673953172055			0.0435323543429331	0.01271697792087185			0.0334822743509713	0.0511946797678519			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.04891673953172055	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.0489167395317205	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.005154895332553			unclassified_shared_neuronal_or_context	exploratory_context
MEX3D	MEX3D	MEX3D	Mex3d	51633758	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.04874862110161155	0.0591471969648227			0.0192383309390822	0.016009159680657498			0.0137388161717322	0.03782391355709485			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.04874862110161155	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.048748621101612	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.005319400043067			unclassified_shared_neuronal_or_context	exploratory_context
OGG1	OGG1	OGG1	Ogg1	51629134	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1334816462736373	0.0483095307490527			0.0369067587673294	0.02856619444022275			0.0249001011193739	0.06289312061395545			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0483095307490527	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.048309530749052	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0319951385698656			unclassified_shared_neuronal_or_context	exploratory_context
KTI12	KTI12	KTI12	Kti12	51626447	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.0479572294924992	0.09061983872534725			0.0134696574259136	0.04963150851643885			0.0096250879229569	0.1619481818910294			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0479572294924992	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.047957229492499	supported_shared_full_matrix_only	same_symbol	2	1	2			screen_specific_or_low_priority	1.0			unclassified_shared_neuronal_or_context	not_prioritized
ZBTB22	ZBTB22	ZBTB22	Zbtb22	51616500	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.0590887328439195	0.04785737417712675			0.0204458556832943	0.01302900887974175			0.014748719089703	0.01163961591438315			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.04785737417712675	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.047857374177127	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.006448362090426			unclassified_shared_neuronal_or_context	exploratory_context
LMBRD2	LMBRD2	LMBRD2	Lmbrd2	51621153	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.0478375359080753	0.12680923433203065			0.010221081800443	0.0411013129113895			0.0076860712559918	0.09143630854706204			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0478375359080753	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.047837535908076	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.015345686224821			unclassified_shared_neuronal_or_context	exploratory_context
SCRN3	SCRN3	SCRN3	Scrn3	51627884	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.0478309232480533	0.2040454479664206			0.0125949242992305	0.08207136324485326			0.0091276192412664	0.08049872784259005			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0478309232480533	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.047830923248053	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.009712995353729			unclassified_shared_neuronal_or_context	exploratory_context
TBC1D8	TBC1D8	TBC1D8	Tbc1d8	51635738	False	False	False	False	True	True	False	False	True	True	False	False	0.09175170953613696	0.19550110947788527			0.32858766160035274	0.41942132674430754			0.26549725034988525	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.09175170953613696	0.19550110947788527			0.26549725034988525	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.3333333333333333	0.25			0.0478309232480533	0.056029756700115146			0.0073125199173229	0.03627553601092705			0.0026767851137271485	0.062189807552008605			0.5	0.5			5.551115123125783e-17	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0478309232480533	False	True	True	False	False	True	True	False	False	False	False	False		0.09006195359265039	0.09006195359265039		0.3308385387943499	0.2891907709850533	formal_nominal_shared_full_matrix	7.047830923248053	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	0.8469370786624908			unclassified_shared_neuronal_or_context	exploratory_context
TXNL4B	TXNL4B	TXNL4B	Txnl4b	51628747	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.0464012128949888	0.07213987314541084			0.0127782293100916	0.02646037301506675			0.0093649605030457	0.04754088664167765			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0464012128949888	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.046401212894989	supported_shared_full_matrix_only	same_symbol	2	1	2			screen_specific_or_low_priority	1.0127082920151596			unclassified_shared_neuronal_or_context	not_prioritized
SIAH1	SIAH1	SIAH1	Siah1b	51621831	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.3142355569741462	0.0459394490735			0.114023612174074	0.0139879490319935			0.0956084257455304	0.02827614414149965			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0459394490735	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.0459394490735	supported_shared_full_matrix_only	nonidentical_symbol	2	1	2			screen_specific_or_low_priority	0.5520304647448273			unclassified_shared_neuronal_or_context	not_prioritized
ZBED4	ZBED4	ZBED4	Zbed4	51625860	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1855778320794621	0.045877225853909			0.03247465661582645	0.02472430186497035			0.0248002064371889	0.04328526962645885			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.045877225853909	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.045877225853909	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0306643323722764			unclassified_shared_neuronal_or_context	exploratory_context
SNTB2	SNTB2	SNTB2	Sntb2	51624839	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.0625			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.0625			0.9460304822565969	0.6637414095135427			0.018874775675311855				0.19545135581807907				0.125	0.0625			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.5			0.0456062291434927	0.17229338543928205			0.0162486810485165	0.1007685389099787			0.0116708155582371	0.15055144298253145			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	0	1.0	0.0456062291434927	False	True	True	False	False	True	True	False	False	False	False	False		0.009133642668160386	0.009133642668160386		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.045606229143493	strict_shared_full_matrix_only	same_symbol	2	2	2			shared_positive_both_screens	2.01548704185139			unclassified_shared_neuronal_or_context	exploratory_context
WDR44	WDR44	WDR44	Wdr44	51624281	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.0455563853622106	0.16444130843826885			0.0107323353499893	0.07303313913181765			0.0081780244243996	0.15792685837747708			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0455563853622106	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.045556385362211	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0160211572000557			unclassified_shared_neuronal_or_context	exploratory_context
WDR76	WDR76	WDR76	Wdr76	51622537	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1549870226177234	0.045267042987407705			0.0445859492255158	0.013408493658279199			0.03229006937041635	0.007851984980521299			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.045267042987407705	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.045267042987407	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.005472514003555			unclassified_shared_neuronal_or_context	exploratory_context
UBE2T	UBE2T	UBE2T	Ube2t	51619416	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.2105809128630705	0.04524895064408735			0.0950853770324005	0.0211886910652718			0.1276604360580671	0.0259227530132579			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.04524895064408735	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.045248950644087	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0113122376610215			unclassified_shared_neuronal_or_context	exploratory_context
ZNF607	ZNF607	ZNF607	Zfp84	51636439	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.0448627040939813	0.18817846287451145			0.0074099213004346	0.0653508528815342			0.00511339758058175	0.13682350643233074			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0448627040939813	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.0448627040939815	supported_shared_full_matrix_only	nonidentical_symbol	2	1	2			screen_specific_or_low_priority	0.5009053517761081			unclassified_shared_neuronal_or_context	not_prioritized
KCNK12	KCNK12	KCNK12	Kcnk12	51631396	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.07170130766166295	0.044805442673468796			0.043736107134174	0.00949387143628725			0.0367492013615174	0.0068149817271732005			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.044805442673468796	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.044805442673469	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.5117303027197286			synaptic_wiring	mechanism_followup_candidate
ZSCAN22	ZSCAN22	ZSCAN22	Zscan22	51636498	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.0446685878962536	0.09594939695493465			0.004212915475160999	0.020126056515446952			0.00314973055338385	0.05073438666678605			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0446685878962536	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.044668587896253	supported_shared_full_matrix_only	same_symbol	2	1	2			screen_specific_or_low_priority	1.0069512803385798			unclassified_shared_neuronal_or_context	not_prioritized
ZNF7	ZNF7	ZNF7	Zfp7	51630712	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.0444361463778939	0.0444789107715368			0.0065492192117047494	0.0186704777952441			0.0043790730884024996	0.0214977690804423			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.0444361463778939	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.044436146377894	supported_shared_full_matrix_only	nonidentical_symbol	2	1	2			screen_specific_or_low_priority	0.5297732888823758			unclassified_shared_neuronal_or_context	not_prioritized
